3 1.96
1.96 1.96
1.96 1.232
1.232 1.232
1.232 0.7224
0.7224 0.7224
0.7224 0.36568
0.36568 0.36568
0.36568 0.115976
0.115976 0.115976
0.115976 0.0243559474701
0.0243559474701 0.0243559474701
0.0243559474701 0.0736122636879
0.0736122636879 0.0736122636879
0.0736122636879 0.04493217101
0.04493217101 0.04493217101
0.04493217101 0.0610636218556
0.0610636218556 0.0610636218556
0.0610636218556 0.0517873823825
0.0517873823825 0.0517873823825
0.0517873823825 0.0570594743234
0.0570594743234 0.0570594743234
0.0570594743234 0.0540422052282
0.0540422052282 0.0540422052282
0.0540422052282 0.0557623335254
0.0557623335254 0.0557623335254
0.0557623335254 0.0547794959009
0.0547794959009 0.0547794959009
