0.393094	0.0744991	-0.820706
0.393094	0.0744991	-1.2176
0.393094	0.0744991	-0.65068
0.393094	0.0744991	0.093823
0.393094	0.0744991	-0.651024
0.393094	0.0744991	0.0900953
0.393094	0.0744991	-0.823948
0.393094	0.0744991	-1.21936
0.393094	0.0744991	-0.65117
0.393094	0.0744991	0.0992855
0.393094	0.0744991	-0.814588
0.393094	0.0744991	-1.21374
0.393094	0.0744991	-0.651049
0.393094	0.0744991	0.0880991
0.393094	0.0744991	-0.825937
0.393094	0.0744991	-1.22063
0.393094	0.0744991	-0.650812
0.393094	0.0744991	0.0987064
0.393094	0.0744991	-0.815588
0.393094	0.0744991	-1.21447
0.393094	0.0744991	-0.651097
0.393094	0.0744991	0.0949927
0.393094	0.0744991	-0.818944
0.393094	0.0744991	-1.21637
0.393094	0.0744991	-0.65103
0.393094	0.0744991	0.0940243
0.393094	0.0744991	-0.819992
0.393094	0.0744991	-1.21705
0.393094	0.0744991	-0.650778
0.393094	0.0744991	0.0937416
0.393094	0.0744991	-0.820573
0.393094	0.0744991	-1.21743
0.393094	0.0744991	-0.651336
0.393094	0.0744991	0.102809
0.393094	0.0744991	-0.810912
0.393094	0.0744991	-1.21166
0.393094	0.0744991	-0.650495
0.393094	0.0744991	0.0828129
0.393094	0.0744991	-0.83196
0.393094	0.0744991	-1.22436
0.393094	0.0744991	0.0919193
0.393094	0.0744991	-0.82221
0.393094	0.0744991	-1.2184
0.393094	0.0744991	-0.65077
0.393094	0.0744991	0.0957141
0.393094	0.0744991	-0.818612
0.393094	0.0744991	-1.21617
0.393094	0.0744991	-0.651223
0.393094	0.0744991	0.0950029
0.393094	0.0744991	-0.818785
0.393094	0.0744991	-1.21633
0.393094	0.0744991	-0.650597
0.393094	0.0744991	-1.21881
0.393094	0.0744991	-0.650822
0.393094	0.0744991	0.0962425
0.393094	0.0744991	-0.818024
0.393094	0.0744991	-1.21582
0.393094	0.0744991	-0.651114
0.393094	0.0744991	0.0939372
0.393094	0.0744991	-0.81998
0.393094	0.0744991	-1.21703
0.393094	0.0744991	-0.6508
0.393094	0.0744991	0.0938805
0.393094	0.0744991	-0.820407
0.393094	0.0744991	-1.21742
0.393094	0.0744991	-0.650429
0.393094	0.0744991	0.0918414
0.393094	0.0744991	-0.822889
0.393094	0.0744991	0.0919148
0.393094	0.0744991	-0.822197
0.393094	0.0744991	-1.21839
0.393094	0.0744991	-0.650784
0.393094	0.0744991	0.0957098
0.393094	0.0744991	-0.818599
0.393094	0.0744991	-1.21616
0.393094	0.0744991	-0.651237
0.393094	0.0744991	0.0949986
0.393094	0.0744991	-0.818772
0.393094	0.0744991	-1.21632
0.393094	0.0744991	-0.650612
0.393094	0.0744991	-1.21484
0.393094	0.0744991	-0.65037
0.393094	0.0744991	0.0871951
0.393094	0.0744991	-0.827644
0.393094	0.0744991	-1.22181
0.393094	0.0744991	-0.650545
0.393094	0.0744991	0.0985065
0.393094	0.0744991	-0.816104
0.393094	0.0744991	-0.651277
0.393094	0.0744991	0.097655
0.393094	0.0744991	-0.816078
