0.18 149.652 0
0.178 149.815553333 2.04524908193
0.176 150.188553333 3.62305186004
0.174 153.59847 9.20541937099
0.108571 328.315953333 117.758245736
0.106571 359.538753333 135.662232045
0.104571 374.2367 149.2848388
0.102571 414.54913 153.396152849
0.101429 534.534256667 314.76984566
0.0994286 602.42969 305.961086415
0.0974286 680.16897 388.328934979
0.0954286 703.95642 373.90202925
0.0942857 749.59053 469.064358011
0.0922857 976.63911 566.938272963
0.101 479.802393162 188.683944242
0.099 603.93688 291.128757723
0.09875 621.112761745 380.232155804
0.09675 664.66859 361.730132044
0.09475 910.440996667 837.345509091
0.09275 768.05946 360.898840887
0.0925 1538.52381882 1744.06919539
0.0905 2527.05281 1461.16754809
0.172857 157.03132 11.7640349641
0.170857 159.247336667 12.4756807116
0.168857 161.881846667 13.1506003715
0.166857 163.3647 12.4692104886
0.165714 164.849513333 12.0272924416
0.163714 165.997436667 11.9853426809
0.161714 170.621663333 13.4936138983
0.159714 174.093896667 14.2533542176
0.158571 174.992486667 15.3715453909
0.156571 174.40173 14.469978609
0.154571 175.234913333 14.355772791
0.152571 175.335603333 13.1808235643
0.151429 177.574073333 12.3887312628
0.149429 182.365886667 15.2054212659
0.147429 186.990366667 16.636932913
0.145429 191.405016667 17.7997014041
0.144286 197.937193333 17.7174413071
0.142286 204.111096667 22.1529633669
0.140286 216.023873333 27.6489724267
0.138286 216.52215 27.8159897708
0.137143 219.347106667 28.2966883384
0.135143 220.93428 28.804855744
0.133143 213.138663333 38.9620086693
0.131143 211.312023333 44.3343597893
0.13 221.32077 60.0115607433
0.128 208.498383333 38.4336593299
0.126 228.998146667 50.1298765737
0.124 240.093876667 46.0187622514
0.122857 241.515436667 41.7868998785
0.120857 254.077243333 51.7147305393
0.118857 263.036666667 68.5459181833
0.116857 279.85002 83.3867995985
0.115714 291.534143333 85.5666204844
0.113714 324.809423333 116.566754469
0.111714 331.674413333 94.6003498339
0.109714 338.539336667 118.012316222
