#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.800206	0.88927
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.804806	0.883489
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04095	0.418914
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.8927	0.757255
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.817492	0.86717
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.0532	0.374018
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.886183	0.767808
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.09452	0.12921
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.07336	0.283487
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.993784	0.555626
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.861946	0.805199
#stretch: 7
#F: 0.288184	Period: 1
0.288184	268.764
#starting from: -1.06416	0.328126
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.964411	0.623351
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.865965	0.79919
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.960029	0.632671
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.0916	0.159888
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.893585	0.755805
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02047	0.483831
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.856429	0.81333
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.800047	0.889469
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02153	0.480724
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.84511	0.829604
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.84939	0.823513
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.980261	0.58803
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.816203	0.868854
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.82457	0.857816
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.981834	0.584375
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.982282	0.583328
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.958775	0.635306
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.955801	0.641496
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.03282	0.445986
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.958981	0.634873
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.960607	0.631452
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.973772	0.602809
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05168	0.379899
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.978099	0.593006
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.926971	0.697758
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.837864	0.839744
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.972618	0.60539
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.900334	0.744604
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.03165	0.449732
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.03456	0.440336
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.864496	0.801396
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.896059	0.751728
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.800529	0.888866
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02452	0.471798
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.887656	0.765442
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.894115	0.754935
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.944998	0.663341
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.944086	0.665142
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.894162	0.754858
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.866529	0.798341
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.989195	0.56688
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.943552	0.666193
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04679	0.398211
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.0054	0.525823
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.968122	0.615314
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.928624	0.694701
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.88768	0.765404
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.826896	0.854702
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.08442	0.217325
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.820499	0.863218
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.985877	0.574847
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.945031	0.663276
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.994271	0.554414
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.937559	0.677837
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.82313	0.859735
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.821243	0.862236
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.975423	0.599093
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.995748	0.550723
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.921576	0.707609
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.907072	0.733165
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.930312	0.691558
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.986072	0.574384
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.00313	0.5318
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.930842	0.690568
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.910596	0.727074
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.09079	0.167387
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02496	0.470493
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05559	0.364522
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.934873	0.682968
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.819118	0.865037
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.822124	0.86107
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.824068	0.858486
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.96267	0.627075
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.06891	0.305934
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02947	0.456623
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.830792	0.849442
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.897538	0.749275
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.817145	0.867623
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.857688	0.811486
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.881962	0.774525
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.837644	0.840048
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04357	0.409791
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02699	0.464286
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.03192	0.44888
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.881124	0.775848
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05012	0.385836
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05316	0.374176
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05655	0.360669
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.945871	0.661611
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.874735	0.785821
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.863619	0.802707
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.07618	0.26823
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.06081	0.342875
#stretch: 7
#F: 0.288184	Period: 1
0.288184	268.764
#starting from: -1.06675	0.316245
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.907025	0.733244
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.871403	0.790943
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05754	0.356621
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.831982	0.847824
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.826997	0.854567
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.89241	0.757731
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.8511	0.821058
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.849121	0.823898
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.916477	0.716743
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.01377	0.503013
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.818035	0.866459
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.845943	0.828424
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04456	0.406252
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.915572	0.718347
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.863088	0.803499
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.80225	0.88671
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.997535	0.546216
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.900733	0.743934
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04582	0.40175
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.924528	0.702243
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.832648	0.846915
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.82694	0.854644
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.874652	0.785949
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.08581	0.207524
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.08349	0.223721
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02052	0.483687
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.860542	0.807282
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.847106	0.826772
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.996707	0.548311
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.821348	0.862097
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.813856	0.871904
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.803732	0.884845
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.892751	0.757172
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.07139	0.293648
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.835714	0.842713
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.919748	0.710903
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.863802	0.802432
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.886814	0.766796
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.968869	0.613678
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.98028	0.587985
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.800584	0.888797
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.986904	0.572396
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02622	0.466646
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.04515	0.40416
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.802477	0.886425
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.08931	0.180238
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.0474	0.395992
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -1.00001	0.539894
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.890043	0.761584
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.993212	0.557045
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.82454	0.857857
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.922692	0.705588
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02015	0.484773
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.899191	0.746518
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.908499	0.730708
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.00364	0.530467
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.819714	0.864253
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.96904	0.613303
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05075	0.383479
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.01642	0.495532
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.990389	0.56398
#stretch: 7
#F: 0.288184	Period: 1
0.288184	268.764
#starting from: -1.0646	0.326141
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.02015	0.484769
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.08314	0.226046
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.03599	0.435644
#stretch: 5
#F: 0.288184	Period: 1
0.288184	281.33
#starting from: -1.05587	0.363425
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.03
#starting from: -0.902888	0.740299
#stretch: 49
#F: 0.288184	Period: 1
0.288184	319.029
#starting from: -1.0998	0.0249177
#stretch: 49
#F: 0.288184	Period: 1
0.288184	312.746
#starting from: -0.842681	0.833026
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.07176	0.291797
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.980076	0.588456
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.843266	0.832204
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.958661	0.635543
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.906299	0.734489
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.08841	0.187624
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.961138	0.630329
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.89561	0.752471
#stretch: 5
#F: 0.289082	Period: 1
0.289082	281.33
#starting from: -1.03581	0.436256
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.861149	0.806382
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.985654	0.57538
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.92902	0.693965
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.885689	0.768599
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.808345	0.878992
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.849172	0.823825
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.98488	0.577215
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.916844	0.716092
#stretch: 5
#F: 0.289082	Period: 1
0.289082	281.33
#starting from: -1.05281	0.375531
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -1.00459	0.52795
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.08588	0.206959
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -1.00356	0.530685
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.921015	0.708622
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.976273	0.597168
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.968157	0.615236
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.841168	0.835146
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.959413	0.633967
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.904151	0.738155
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.09704	0.0950916
#stretch: 5
#F: 0.289082	Period: 1
0.289082	281.33
#starting from: -1.0623	0.336394
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.903948	0.7385
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.839716	0.837172
#stretch: 5
#F: 0.289082	Period: 1
0.289082	281.33
#starting from: -1.03406	0.441984
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.08402	0.220079
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.882982	0.77291
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.892719	0.757225
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.890324	0.761129
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.871394	0.790956
#stretch: 5
#F: 0.289082	Period: 1
0.289082	281.33
#starting from: -1.05386	0.371436
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.985934	0.574713
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.807203	0.880448
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.815006	0.870412
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.871587	0.790661
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.936223	0.680395
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.900695	0.743997
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.879933	0.777723
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.985395	0.575993
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.029
#starting from: -1.08558	0.209199
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.996777	0.548134
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.938206	0.676593
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.990169	0.564513
#stretch: 49
#F: 0.289082	Period: 1
0.289082	319.03
#starting from: -0.982661	0.582441
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.841762	0.834315
#stretch: 49
#F: 0.289082	Period: 1
0.289082	312.746
#starting from: -0.811185	0.875353
#stretch: 49
