#G	time_to_stabilize
#G_graz: 0.0578561
#starting from: -7.67121	-7.67542
0.155	168.45
#starting from: -8.83775	-7.35823
0.155	149.601
#starting from: -7.52732	-7.61436
0.155	168.45
#starting from: -7.97016	-7.21529
0.155	199.866
#starting from: -7.22994	-7.4694
0.155	168.45
#starting from: -8.21314	-7.24326
0.155	199.866
#starting from: -7.40551	-7.02361
0.155	168.45
#starting from: -7.57174	-8.49587
0.155	174.733
#starting from: -7.13634	-8.01176
0.155	168.45
#starting from: -7.89238	-8.18238
0.155	193.583
#starting from: -8.33713	-7.88492
0.155	168.45
#starting from: -8.97131	-8.13415
0.155	143.317
#starting from: -7.47616	-7.93357
0.155	168.45
#starting from: -8.26994	-7.22469
0.155	143.317
#starting from: -7.45716	-7.87815
0.155	193.583
#starting from: -8.53456	-7.1171
0.155	143.317
#starting from: -7.74889	-7.32855
0.155	193.583
#starting from: -8.01737	-8.71325
0.155	193.583
#starting from: -7.78039	-8.86672
0.155	174.733
#starting from: -7.4598	-7.3517
0.155	174.733
#starting from: -7.43907	-7.64078
0.155	168.45
#starting from: -7.83467	-7.7237
0.155	193.583
#starting from: -8.49872	-7.16694
0.155	168.45
#starting from: -8.99851	-7.12899
0.155	168.45
#starting from: -7.91302	-7.36158
0.155	143.317
#starting from: -7.61264	-7.55582
0.155	174.733
#starting from: -7.57616	-7.48258
0.155	193.583
#starting from: -8.20061	-8.31523
0.155	174.733
#starting from: -7.67158	-7.05876
0.155	199.866
#starting from: -7.24121	-7.33998
0.155	168.45
#starting from: -8.27701	-8.93469
0.155	168.45
#starting from: -7.25711	-8.49048
0.155	168.45
#starting from: -7.14807	-8.93241
0.155	199.866
#starting from: -7.3021	-7.20615
0.155	168.45
#starting from: -8.26202	-7.13227
0.155	168.45
#starting from: -8.93879	-8.13527
0.155	199.866
#starting from: -7.43484	-7.15281
0.155	193.583
#starting from: -8.54567	-7.43743
0.155	174.733
#starting from: -7.17986	-8.07854
0.155	174.733
#starting from: -7.56861	-7.49845
0.155	143.317
#starting from: -7.43507	-7.87778
0.155	168.45
#starting from: -8.34303	-8.68663
0.155	193.583
#starting from: -7.7652	-8.74424
0.155	193.583
#starting from: -8.06354	-8.77652
0.155	193.583
#starting from: -8.01418	-8.54178
0.155	168.45
#starting from: -7.56553	-8.7399
0.155	193.583
#starting from: -8.08051	-8.57358
0.155	174.733
#starting from: -7.31709	-7.7397
0.155	193.583
#starting from: -8.09712	-8.43412
0.155	174.733
#starting from: -7.15704	-7.30513
0.155	193.583
#starting from: -8.38109	-7.5037
0.155	193.583
#starting from: -8.06022	-8.33943
0.155	168.45
#starting from: -7.86929	-7.29937
0.155	168.45
#starting from: -8.74949	-8.97626
0.155	174.733
#starting from: -7.15008	-8.34328
0.155	168.45
#starting from: -7.14203	-8.81804
0.155	193.583
#starting from: -8.49935	-7.52899
0.155	168.45
#starting from: -8.59637	-7.58143
0.155	174.733
#starting from: -7.02869	-8.50652
0.155	168.45
#starting from: -7.70134	-8.07622
0.155	143.317
#starting from: -8.96467	-8.47444
0.155	168.45
#starting from: -7.33407	-8.52476
0.155	193.583
#starting from: -8.08951	-8.04651
0.155	168.45
#starting from: -8.27376	-8.55402
0.155	199.866
#starting from: -7.27035	-7.21031
0.155	168.45
#starting from: -8.54577	-8.04701
0.155	193.583
#starting from: -8.52663	-7.29955
0.155	174.733
#starting from: -7.46737	-7.37051
0.155	174.733
#starting from: -7.21189	-8.1633
0.155	143.317
#starting from: -7.44506	-7.97683
0.155	168.45
#starting from: -7.53495	-8.82149
0.155	193.583
#starting from: -7.94711	-8.72764
0.155	174.733
#starting from: -7.07214	-8.29954
0.155	168.45
#starting from: -8.29885	-8.6237
0.155	168.45
#starting from: -8.20341	-8.66701
0.155	193.583
#starting from: -8.1437	-7.85436
0.155	199.866
#starting from: -7.26707	-7.51603
0.155	199.866
#starting from: -7.21325	-8.18947
0.155	193.583
#starting from: -8.12893	-8.64358
0.155	168.45
#starting from: -8.54321	-8.04316
0.155	193.583
#starting from: -7.91781	-8.60264
0.155	174.733
#starting from: -7.05072	-8.56789
0.155	168.45
#starting from: -7.69498	-8.47661
0.155	168.45
#starting from: -8.84035	-8.5011
0.155	168.45
#starting from: -8.73495	-8.28517
0.155	199.866
#starting from: -7.26884	-7.14649
0.155	168.45
#starting from: -7.8725	-7.27281
0.155	193.583
#starting from: -8.3042	-7.45714
0.155	168.45
#starting from: -7.75944	-8.18321
0.155	174.733
#starting from: -7.04547	-8.3784
0.155	168.45
#starting from: -8.60325	-8.78075
0.155	174.733
#starting from: -7.13093	-7.99167
0.155	168.45
#starting from: -7.66694	-8.61187
0.155	193.583
#starting from: -8.22689	-7.85932
0.155	168.45
#starting from: -8.83119	-8.92463
0.155	174.733
#starting from: -7.19515	-7.10933
0.155	168.45
#starting from: -7.85909	-7.99266
0.155	168.45
#starting from: -8.19344	-7.42945
0.155	168.45
#starting from: -7.76397	-7.61562
0.155	199.866
#starting from: -7.46094	-7.10918
0.155	168.45
#starting from: -8.3192	-8.40849
0.155	168.45
#starting from: -8.76882	-7.00746
0.155	193.583
#starting from: -7.94573	-8.12982
0.155	174.733
#starting from: -7.13634	-7.25364
0.155	168.45
#starting from: -7.67608	-8.54543
0.155	193.583
#starting from: -8.66802	-7.16324
0.155	199.866
#starting from: -7.37098	-7.86479
0.155	168.45
#starting from: -8.14964	-7.62296
0.155	174.733
#starting from: -7.14312	-7.33605
0.155	168.45
#starting from: -7.83379	-7.73212
0.155	174.733
#starting from: -7.14663	-7.38477
0.155	168.45
#starting from: -7.72332	-7.78794
0.155	168.45
#starting from: -8.27481	-8.51867
0.155	168.45
#starting from: -7.55978	-7.84671
0.155	168.45
#starting from: -8.95054	-7.14794
0.155	168.45
#starting from: -7.53769	-8.0351
0.155	143.317
#starting from: -7.75049	-7.21157
0.155	174.733
#starting from: -7.46144	-7.23772
0.155	174.733
#starting from: -7.37953	-7.50715
0.155	193.583
#starting from: -8.40139	-7.65441
0.155	168.45
#starting from: -7.77958	-8.12339
0.155	199.866
#starting from: -7.33493	-7.37877
0.155	168.45
#starting from: -8.86835	-7.97256
0.155	143.317
#starting from: -7.18847	-8.46485
0.155	143.317
#starting from: -8.86109	-8.48402
0.155	168.45
#starting from: -8.98579	-7.56928
0.155	168.45
#starting from: -8.0512	-7.03841
0.155	168.45
#starting from: -8.01344	-7.24623
0.155	168.45
#starting from: -8.62586	-8.5746
0.155	193.583
#starting from: -8.36478	-7.69139
0.155	168.45
#starting from: -7.59393	-8.04883
0.155	168.45
#starting from: -7.84615	-7.27897
0.155	168.45
#starting from: -8.20898	-8.76904
0.155	193.583
#starting from: -8.04064	-8.60179
0.155	168.45
#starting from: -7.90536	-7.00805
0.155	168.45
#starting from: -7.64411	-8.32878
0.155	174.733
#starting from: -7.51143	-7.07385
0.155	168.45
#starting from: -7.83549	-7.11962
0.155	168.45
#starting from: -7.46361	-8.70928
0.155	168.45
#starting from: -8.39126	-8.35502
0.155	199.866
#starting from: -7.04623	-7.78143
0.155	168.45
#starting from: -8.33242	-7.06209
0.155	174.733
#starting from: -7.08616	-7.28153
0.155	168.45
#starting from: -7.42343	-8.37693
0.155	168.45
#starting from: -7.91907	-7.40125
0.155	174.733
#starting from: -7.28843	-7.57868
0.155	168.45
#starting from: -7.69067	-7.7948
0.155	143.317
#starting from: -8.85743	-8.71048
0.155	193.583
#starting from: -8.44216	-7.37434
0.155	168.45
#starting from: -8.48815	-8.84003
0.155	193.583
#starting from: -8.34009	-7.56847
0.155	174.733
#starting from: -7.03245	-7.51382
0.155	168.45
#starting from: -8.11131	-8.87635
0.155	174.733
#starting from: -7.23131	-7.68873
0.155	168.45
#starting from: -7.89191	-8.21791
0.155	168.45
#starting from: -8.89961	-8.77892
0.155	168.45
#starting from: -7.99963	-7.96806
0.155	193.583
#starting from: -8.03557	-8.81918
0.155	168.45
#starting from: -7.5779	-8.14932
0.155	168.45
#starting from: -8.79782	-7.10572
0.155	199.866
#starting from: -7.2472	-7.26443
0.155	174.733
#starting from: -7.00997	-7.00066
0.155	199.866
#starting from: -7.22082	-7.54204
0.155	168.45
#starting from: -7.83752	-7.62307
0.155	174.733
#starting from: -7.76546	-7.02342
0.155	168.45
#starting from: -8.01049	-7.29876
0.155	193.583
#starting from: -8.45794	-7.63189
0.155	168.45
#starting from: -7.95708	-7.23421
0.155	168.45
#starting from: -8.91088	-7.44602
0.155	174.733
#starting from: -7.14416	-8.09386
0.155	193.583
#starting from: -7.81096	-8.9667
0.155	168.45
#starting from: -7.74094	-7.66327
0.155	168.45
#starting from: -8.27581	-8.71378
0.155	168.45
#starting from: -8.89638	-8.18436
0.155	193.583
#starting from: -8.2355	-7.67857
0.155	168.45
#starting from: -7.35067	-8.41368
0.155	168.45
#starting from: -7.78044	-7.97448
0.155	143.317
#starting from: -7.42057	-8.00223
0.155	174.733
#starting from: -7.22804	-7.12549
0.155	168.45
#starting from: -8.66423	-8.4329
0.155	168.45
#starting from: -7.58376	-8.08839
0.155	143.317
#starting from: -7.09906	-8.7408
0.155	168.45
#starting from: -8.71766	-8.54425
0.155	168.45
#starting from: -8.61095	-8.22852
0.155	168.45
#starting from: -7.24453	-8.89796
0.155	174.733
#starting from: -7.43134	-7.6542
0.155	168.45
#starting from: -8.79887	-7.19515
0.155	168.45
#starting from: -8.86608	-8.79943
0.155	168.45
#starting from: -7.94877	-7.79992
0.155	168.45
#starting from: -8.92838	-8.77204
0.155	168.45
#starting from: -7.45665	-8.27387
0.155	168.45
#starting from: -7.66697	-8.4215
0.155	168.45
#starting from: -7.63969	-8.60007
0.155	174.733
#starting from: -7.23835	-7.76487
0.155	143.317
#starting from: -7.34563	-8.04903
0.155	168.45
#starting from: -7.86125	-7.87447
0.155	168.45
#starting from: -7.5773	-7.92943
0.155	168.45
#starting from: -8.97109	-7.8577
0.155	193.583
#starting from: -8.01645	-8.59029
0.155	143.317
#starting from: -8.9235	-8.46395
0.155	168.45
#starting from: -8.33714	-8.40859
0.155	199.866
#starting from: -7.31646	-7.35291
0.155	174.733
#starting from: -7.52711	-7.43562
0.155	193.583
#starting from: -8.21069	-7.51268
0.155	168.45
#starting from: -7.94499	-7.13612
0.155	168.45
#starting from: -7.66015	-8.71404
0.155	174.733
#starting from: -7.41812	-7.47044
0.155	168.45
#starting from: -7.63874	-7.65833
0.155	193.583
#starting from: -8.41466	-7.55927
0.155	168.45
#starting from: -8.92555	-7.79606
0.155	168.45
#starting from: -7.77967	-7.62097
0.155	168.45
#starting from: -8.68968	-7.74572
0.155	168.45
#starting from: -7.7471	-8.28581
0.155	168.45
#starting from: -8.65192	-8.02408
0.155	193.583
#starting from: -8.24281	-7.68964
0.155	193.583
#starting from: -8.02452	-8.36435
0.155	168.45
#starting from: -8.93026	-8.60618
0.155	168.45
#starting from: -8.71596	-7.70198
0.155	143.317
#starting from: -7.52351	-7.8696
0.155	168.45
#starting from: -7.93324	-7.27735
0.155	168.45
#starting from: -8.06571	-7.49937
0.155	193.583
#starting from: -8.87016	-8.4157
0.155	168.45
#starting from: -8.92052	-7.12693
0.155	174.733
#starting from: -7.54164	-7.04031
0.155	174.733
#starting from: -7.38599	-7.49722
0.155	174.733
#starting from: -7.09546	-8.2945
0.155	168.45
#starting from: -7.25398	-8.50691
0.155	168.45
#starting from: -7.52262	-8.66859
0.155	174.733
#starting from: -7.44591	-7.64364
0.155	168.45
#starting from: -8.76463	-7.66883
0.155	143.317
#starting from: -7.74997	-7.18071
0.155	199.866
#starting from: -7.26866	-7.43151
0.155	199.866
#starting from: -7.13013	-7.75044
0.155	193.583
#starting from: -8.13759	-7.82869
0.155	193.583
#starting from: -7.91127	-8.34814
0.155	193.583
#starting from: -8.12215	-8.62575
0.155	174.733
#starting from: -7.66423	-7.09744
0.155	168.45
#starting from: -7.46082	-8.81732
0.155	193.583
#starting from: -8.50121	-7.11548
0.155	193.583
#starting from: -7.91991	-8.91057
0.155	168.45
#starting from: -8.46964	-8.69399
0.155	199.866
#starting from: -7.05285	-7.73089
0.155	168.45
#starting from: -8.80051	-7.24529
0.155	168.45
#starting from: -7.72471	-7.99363
0.155	149.601
#starting from: -7.75002	-7.09216
0.155	193.583
#starting from: -7.93513	-8.22221
0.155	193.583
#starting from: -8.27849	-7.69564
0.155	193.583
#starting from: -8.18022	-8.05975
0.155	168.45
#starting from: -7.18842	-8.78721
0.155	168.45
#starting from: -8.06225	-7.06611
0.155	168.45
#starting from: -8.38863	-8.99449
0.155	168.45
#starting from: -7.07668	-8.98286
0.155	168.45
#starting from: -8.17671	-8.73332
0.155	168.45
#starting from: -7.6376	-8.31629
0.155	193.583
#starting from: -8.53995	-7.6578
0.155	168.45
#starting from: -7.56511	-8.4615
0.155	168.45
#starting from: -8.57289	-8.43193
0.155	168.45
#starting from: -8.73322	-7.5527
0.155	168.45
#starting from: -8.19343	-8.59187
0.155	168.45
#starting from: -8.61981	-8.56615
0.155	168.45
#starting from: -7.94727	-7.20878
0.155	143.317
#starting from: -7.44345	-7.95689
0.155	168.45
#starting from: -7.75873	-8.44208
0.155	168.45
#starting from: -8.63436	-8.35049
0.155	168.45
#starting from: -7.94147	-7.90509
0.155	193.583
#starting from: -8.04684	-8.36464
0.155	168.45
#starting from: -8.88102	-7.10847
0.155	168.45
#starting from: -7.38297	-8.99151
0.155	174.733
#starting from: -7.66101	-7.14768
0.155	168.45
#starting from: -7.73564	-7.69059
0.155	168.45
#starting from: -8.57808	-8.53467
0.155	168.45
#starting from: -8.21055	-7.15727
0.155	168.45
#starting from: -8.91871	-8.34448
0.155	168.45
#starting from: -8.52436	-8.64381
0.155	168.45
#starting from: -7.4017	-8.2563
0.155	143.317
#starting from: -7.0556	-8.62038
0.155	168.45
#starting from: -7.69911	-7.99832
0.155	168.45
#starting from: -7.57472	-8.36949
0.155	143.317
#starting from: -7.12272	-8.59392
0.155	174.733
#starting from: -7.40499	-7.66968
0.155	168.45
#starting from: -8.9057	-8.13659
0.155	193.583
#starting from: -8.3943	-7.3986
0.155	199.866
#starting from: -7.57535	-7.38181
0.155	168.45
#starting from: -8.84444	-7.08686
0.155	168.45
#starting from: -7.79784	-7.69792
0.155	174.733
#starting from: -7.43732	-7.33496
0.155	193.583
#starting from: -7.88083	-8.92954
0.155	174.733
#starting from: -7.52688	-7.19919
0.155	174.733
#starting from: -7.59163	-7.20221
0.155	193.583
#starting from: -7.91169	-8.21037
0.155	174.733
#starting from: -7.19541	-7.05296
0.155	168.45
#starting from: -7.3423	-8.92359
0.153	149.596
#starting from: -7.46634	-7.40803
0.153	174.729
#starting from: -7.35236	-7.49167
0.153	193.579
#starting from: -8.1261	-8.01307
0.153	193.579
#starting from: -7.65326	-8.50096
0.153	193.579
#starting from: -8.20919	-7.19567
0.153	168.446
#starting from: -8.81851	-7.39473
0.153	193.579
#starting from: -7.82483	-8.28968
0.153	168.446
#starting from: -8.0209	-7.10697
0.153	174.729
#starting from: -7.24303	-7.25904
0.153	193.579
#starting from: -7.99859	-8.2202
0.153	168.446
#starting from: -7.10608	-8.93417
0.153	168.446
#starting from: -8.92341	-7.4626
0.153	143.313
#starting from: -7.57672	-7.26239
0.153	168.446
#starting from: -8.69105	-7.59489
0.153	168.446
#starting from: -8.80239	-8.50372
0.153	168.446
#starting from: -8.66664	-7.36663
0.153	193.579
#starting from: -7.95036	-7.81156
0.153	193.579
#starting from: -8.8578	-7.91369
0.153	168.446
#starting from: -8.77635	-8.01966
0.153	174.729
#starting from: -7.10824	-7.97429
0.153	168.446
#starting from: -7.55862	-8.31422
0.153	168.446
#starting from: -7.77007	-7.79281
0.153	168.446
#starting from: -7.5897	-7.85061
0.153	168.446
#starting from: -8.00613	-8.59151
0.153	174.729
#starting from: -7.24918	-7.34172
0.153	168.446
#starting from: -7.95659	-7.29824
0.153	168.446
#starting from: -8.53019	-8.2311
0.153	143.313
#starting from: -7.05297	-8.41228
0.153	193.579
#starting from: -7.71509	-8.43381
0.153	193.579
#starting from: -8.87903	-7.80884
0.153	193.579
#starting from: -7.77736	-8.52564
0.153	193.579
#starting from: -8.7862	-8.84927
0.153	168.446
#starting from: -8.56468	-8.03378
0.153	143.313
#starting from: -8.80417	-8.16183
0.153	193.579
#starting from: -8.15506	-7.17762
0.153	174.729
#starting from: -7.32657	-7.26876
0.153	168.446
#starting from: -7.83916	-7.50514
0.153	193.579
#starting from: -8.09714	-8.09575
0.153	143.313
#starting from: -8.88761	-7.96136
0.153	168.446
#starting from: -7.26158	-8.46541
0.153	174.729
#starting from: -7.10798	-7.49897
0.153	168.446
#starting from: -8.49205	-7.57898
0.153	168.446
#starting from: -7.09816	-8.52449
0.153	168.446
#starting from: -7.74508	-7.22355
0.153	168.446
#starting from: -8.28904	-7.99842
0.153	168.446
#starting from: -8.33072	-7.89582
0.153	143.313
#starting from: -7.16979	-8.20786
0.153	193.579
#starting from: -8.79411	-8.86127
0.153	168.446
#starting from: -8.76092	-7.50806
0.153	168.446
#starting from: -8.07549	-8.29507
0.153	168.446
#starting from: -8.5107	-7.15922
0.153	168.446
#starting from: -8.62966	-8.17752
0.153	143.313
#starting from: -8.4987	-8.62541
0.153	168.446
#starting from: -8.77871	-8.02011
0.153	168.446
#starting from: -7.83006	-8.96052
0.153	168.446
#starting from: -7.52311	-7.88985
0.153	168.446
#starting from: -7.25846	-8.24917
0.153	168.446
#starting from: -8.57622	-8.18955
0.153	168.446
#starting from: -8.56018	-7.46008
0.153	174.729
#starting from: -7.16987	-7.73195
0.153	193.579
#starting from: -8.94541	-8.4455
0.153	193.579
#starting from: -7.91562	-7.98257
0.153	193.579
#starting from: -7.61751	-8.37287
0.153	193.579
#starting from: -8.84966	-8.89499
0.153	168.446
#starting from: -8.30802	-7.86693
0.153	168.446
#starting from: -7.29441	-8.56661
0.153	168.446
#starting from: -8.32721	-8.7539
0.153	193.579
#starting from: -8.16857	-7.69051
0.153	143.313
#starting from: -7.65086	-7.0174
0.153	168.446
#starting from: -8.21223	-7.96608
0.153	193.579
#starting from: -7.98758	-8.19615
0.153	168.446
#starting from: -7.41897	-8.43741
0.153	168.446
#starting from: -7.75049	-7.32477
0.153	143.313
#starting from: -7.60267	-7.21898
0.153	168.446
#starting from: -7.31648	-8.04007
0.153	168.446
#starting from: -7.1599	-8.24336
0.153	168.446
#starting from: -7.27313	-8.57871
0.153	174.729
#starting from: -7.37708	-7.13893
0.153	168.446
#starting from: -7.78526	-7.06976
0.153	168.446
#starting from: -7.26908	-8.8325
0.153	199.862
#starting from: -7.15189	-7.22399
0.153	143.313
#starting from: -8.912	-7.96285
0.153	168.446
#starting from: -7.48756	-8.14323
0.153	174.729
#starting from: -7.30501	-7.3572
0.153	199.862
#starting from: -7.02785	-7.36398
0.153	143.313
#starting from: -7.61935	-7.13855
0.153	174.729
#starting from: -7.25258	-7.17922
0.153	143.313
#starting from: -7.26148	-8.00546
0.153	193.579
#starting from: -8.03349	-8.20293
0.153	174.729
#starting from: -7.31375	-7.28884
0.153	168.446
#starting from: -7.63669	-8.17538
0.153	168.446
#starting from: -8.61186	-8.72857
0.153	168.446
#starting from: -8.54917	-7.75812
0.153	168.446
#starting from: -8.80047	-7.70566
0.153	193.579
#starting from: -8.21568	-7.90142
0.153	168.446
#starting from: -8.42771	-7.76458
0.153	168.446
#starting from: -7.63304	-7.93726
0.153	168.446
#starting from: -7.84668	-7.10329
0.153	168.446
#starting from: -8.42028	-7.38078
0.153	174.729
#starting from: -7.25903	-7.24112
0.153	168.446
#starting from: -7.66893	-7.78377
0.153	168.446
#starting from: -7.46357	-8.3049
0.153	143.313
#starting from: -8.91668	-7.95564
0.153	168.446
#starting from: -7.92458	-7.46699
0.153	168.446
#starting from: -7.58919	-7.5348
0.153	168.446
#starting from: -7.30015	-8.40157
0.153	143.313
#starting from: -8.71197	-8.28803
0.153	168.446
#starting from: -8.1357	-8.46426
0.153	193.579
#starting from: -8.90096	-8.99764
0.153	193.579
#starting from: -7.59558	-8.87404
0.153	168.446
#starting from: -8.00572	-8.70807
0.153	168.446
#starting from: -8.48422	-8.02446
0.153	168.446
#starting from: -7.363	-8.36604
0.153	168.446
#starting from: -8.75936	-8.72582
0.153	168.446
#starting from: -8.48259	-7.58824
0.153	168.446
#starting from: -7.23141	-8.49159
0.153	168.446
#starting from: -8.89676	-8.34662
0.153	143.313
#starting from: -7.07303	-8.33501
0.153	174.729
#starting from: -7.42002	-7.10686
0.153	168.446
#starting from: -8.76362	-8.46082
0.153	168.446
#starting from: -7.23593	-8.55782
0.153	168.446
#starting from: -8.2351	-8.35184
0.153	193.579
#starting from: -7.97579	-7.99253
0.153	193.579
#starting from: -8.20905	-8.892
0.153	143.313
#starting from: -8.30697	-8.98601
0.153	193.579
#starting from: -7.9934	-7.88922
0.153	193.579
#starting from: -7.82792	-8.40465
0.153	193.579
#starting from: -7.95145	-8.33942
0.153	168.446
#starting from: -8.80852	-7.04144
0.153	193.579
#starting from: -8.9742	-8.51752
0.153	168.446
#starting from: -8.72919	-7.03218
0.153	168.446
#starting from: -7.44263	-8.00169
0.153	168.446
#starting from: -8.90057	-7.80561
0.153	168.446
#starting from: -7.4394	-7.68105
0.153	168.446
#starting from: -7.51326	-8.1387
0.153	174.729
#starting from: -7.3298	-7.55413
0.153	199.862
#starting from: -7.26679	-7.00427
0.153	168.446
#starting from: -7.6971	-7.54237
0.153	193.579
#starting from: -8.9357	-8.72206
0.153	174.729
#starting from: -7.11934	-7.98697
0.153	168.446
#starting from: -8.71079	-8.20041
0.153	168.446
#starting from: -8.55536	-7.40215
0.153	168.446
#starting from: -7.59035	-7.78988
0.153	168.446
#starting from: -8.72963	-7.37576
0.153	193.579
#starting from: -8.21761	-8.80681
0.153	168.446
#starting from: -7.68997	-7.46099
0.153	168.446
#starting from: -7.90943	-8.9024
0.153	168.446
#starting from: -8.57276	-7.21779
0.153	168.446
#starting from: -7.64825	-7.79939
0.153	174.729
#starting from: -7.1306	-7.62048
0.153	199.862
#starting from: -7.21517	-7.04071
0.153	193.579
#starting from: -7.91072	-8.6346
0.153	174.729
#starting from: -7.0253	-7.08057
0.153	168.446
#starting from: -8.72455	-7.04178
0.153	143.313
#starting from: -8.51398	-8.61135
0.153	174.729
#starting from: -7.20367	-7.5107
0.153	168.446
#starting from: -7.95662	-8.90494
0.153	168.446
#starting from: -7.76348	-7.41683
0.153	168.446
#starting from: -7.26583	-8.65442
0.153	168.446
#starting from: -7.94583	-7.52612
0.153	168.446
#starting from: -7.19694	-8.68587
0.153	174.729
#starting from: -7.43025	-7.30021
0.153	193.579
#starting from: -7.7684	-8.4498
0.153	168.446
#starting from: -8.91638	-8.29628
0.153	199.862
#starting from: -7.01516	-7.41684
0.153	168.446
#starting from: -8.57817	-8.18726
0.153	174.729
#starting from: -7.50738	-7.09136
0.153	193.579
#starting from: -7.7123	-8.50254
0.153	168.446
#starting from: -7.09671	-8.99884
0.153	168.446
#starting from: -7.49368	-7.97456
0.153	168.446
#starting from: -7.28073	-8.57306
0.153	193.579
#starting from: -7.83545	-8.42195
0.153	168.446
#starting from: -7.45637	-8.3981
0.153	143.313
#starting from: -8.78431	-8.1728
0.153	168.446
#starting from: -8.09204	-8.63137
0.153	168.446
#starting from: -8.20565	-8.51374
0.153	168.446
#starting from: -7.36595	-8.68604
0.153	193.579
#starting from: -7.39535	-8.90551
0.153	193.579
#starting from: -7.63891	-8.33196
0.153	168.446
#starting from: -7.551	-7.38502
0.153	174.729
#starting from: -7.3587	-7.11853
0.153	193.579
#starting from: -7.88441	-8.20635
0.153	193.579
#starting from: -7.61806	-8.39414
0.153	168.446
#starting from: -7.39875	-8.38182
0.153	193.579
#starting from: -8.03355	-8.2532
0.153	193.579
#starting from: -8.32546	-7.00317
0.153	168.446
#starting from: -8.58977	-7.84163
0.153	168.446
#starting from: -8.55163	-8.30425
0.153	168.446
#starting from: -8.75985	-7.2639
0.153	168.446
#starting from: -7.76835	-7.29225
0.153	193.579
#starting from: -8.06609	-8.17599
0.153	199.862
#starting from: -7.14087	-7.2125
0.153	168.446
#starting from: -8.60989	-7.61995
0.153	168.446
#starting from: -7.56638	-7.99786
0.153	168.446
#starting from: -8.84795	-7.31979
0.153	193.579
#starting from: -8.90287	-7.70071
0.153	168.446
#starting from: -7.24656	-8.95515
0.153	168.446
#starting from: -8.07272	-8.64822
0.153	168.446
#starting from: -7.38398	-8.61595
0.153	193.579
#starting from: -7.5794	-8.74228
0.153	174.729
#starting from: -7.3639	-7.38642
0.153	168.446
#starting from: -8.73182	-7.69541
0.153	199.862
#starting from: -7.06578	-7.17058
0.153	193.579
#starting from: -7.99981	-7.46778
0.153	143.313
#starting from: -8.61939	-8.47673
0.153	193.579
#starting from: -7.67752	-8.32974
0.153	168.446
#starting from: -8.74215	-8.56603
0.153	193.579
#starting from: -8.11751	-7.51474
0.153	149.596
#starting from: -7.35462	-7.66025
0.153	168.446
#starting from: -8.60084	-8.1379
0.153	193.579
#starting from: -7.80127	-8.89547
0.153	174.729
#starting from: -7.40921	-7.41836
0.153	168.446
#starting from: -8.29098	-7.74566
0.153	168.446
#starting from: -8.91245	-7.19992
0.153	168.446
#starting from: -7.95341	-7.09662
0.153	193.579
#starting from: -8.09249	-7.23077
0.153	168.446
#starting from: -8.39671	-7.68766
0.153	193.579
#starting from: -8.27098	-7.71108
0.153	168.446
#starting from: -7.10776	-8.92585
0.153	174.729
#starting from: -7.28811	-7.29271
0.153	193.579
#starting from: -8.03895	-7.93889
0.153	168.446
#starting from: -8.41263	-8.05529
0.153	168.446
#starting from: -7.78402	-7.16469
0.153	168.446
#starting from: -8.13314	-8.69091
0.153	193.579
#starting from: -8.21403	-7.08263
0.153	143.313
#starting from: -7.3412	-7.80498
0.153	168.446
#starting from: -7.23768	-8.66741
0.153	174.729
#starting from: -7.06313	-7.82872
0.153	174.729
#starting from: -7.23235	-7.28992
0.153	168.446
#starting from: -7.20361	-8.77469
0.153	193.579
#starting from: -7.46743	-8.97085
0.153	193.579
#starting from: -7.50307	-8.86957
0.153	168.446
#starting from: -8.12041	-8.93164
0.153	174.729
#starting from: -7.32662	-7.51674
0.153	193.579
#starting from: -8.04484	-7.75951
0.153	168.446
#starting from: -7.95532	-7.26007
0.153	193.579
#starting from: -7.58035	-8.4319
0.153	168.446
#starting from: -8.86489	-8.20333
0.153	168.446
#starting from: -7.89808	-8.88538
0.153	168.446
#starting from: -7.50301	-8.42153
0.153	168.446
#starting from: -7.73201	-7.72304
0.153	174.729
#starting from: -7.12742	-7.94611
0.153	168.446
#starting from: -8.59463	-7.44986
0.153	168.446
#starting from: -8.49834	-8.80353
0.153	168.446
#starting from: -8.16613	-8.80347
0.153	174.729
#starting from: -7.01275	-7.12632
0.153	193.579
#starting from: -7.99806	-7.58367
0.153	168.446
#starting from: -7.49769	-8.43283
0.153	168.446
#starting from: -7.28986	-8.57655
0.153	168.446
#starting from: -8.34663	-8.3728
0.153	193.579
#starting from: -7.43903	-8.75902
0.153	168.446
#starting from: -8.41849	-8.03446
0.153	193.579
#starting from: -7.66989	-8.94822
0.153	168.446
#starting from: -7.38375	-8.78751
0.153	193.579
#starting from: -8.2814	-7.13202
0.153	168.446
#starting from: -7.68009	-7.80162
0.153	168.446
#starting from: -7.73097	-7.43556
0.153	168.446
#starting from: -7.98309	-7.24551
0.153	193.579
#starting from: -7.99805	-7.52255
0.153	193.579
#starting from: -8.15259	-7.62521
0.153	174.729
#starting from: -7.18339	-7.62726
0.153	143.313
#starting from: -8.79774	-8.10034
0.153	193.579
#starting from: -7.68115	-8.74742
0.153	174.729
#starting from: -7.29991	-7.72624
0.153	168.446
#starting from: -7.11973	-8.48274
0.153	174.729
#starting from: -7.30571	-7.66003
0.153	193.579
#starting from: -7.94849	-7.73191
0.153	193.579
