#G	time_to_stabilize
#G_graz: 0.0578561
#starting from: -7.28069	-8.77689
0.099	1632.31
#starting from: -7.17069	-8.98097
0.099	350.536
#starting from: -8.9431	-8.92592
0.099	306.554
#starting from: -7.06544	-7.72574
0.099	281.421
#starting from: -7.6265	-8.94301
0.099	375.669
#starting from: -8.12014	-8.88127
0.099	306.554
#starting from: -7.2861	-7.39614
0.099	626.996
#starting from: -8.87228	-7.4799
0.099	1833.37
#starting from: -8.99273	-7.7566
0.099	331.686
#starting from: -7.08452	-7.29213
0.099	583.014
#starting from: -7.32934	-8.12279
0.099	658.412
#starting from: -8.44233	-7.32948
0.099	425.934
#starting from: -8.63219	-8.35087
0.099	583.014
#starting from: -8.89627	-7.33728
0.099	375.669
#starting from: -7.66201	-8.15407
0.099	934.872
#starting from: -8.91746	-7.00923
0.099	507.615
#starting from: -8.02366	-7.26783
0.099	733.81
#starting from: -7.99448	-7.49647
0.099	407.085
#starting from: -7.85898	-8.32875
0.099	557.881
#starting from: -8.81249	-7.52976
0.099	551.598
#starting from: -7.96536	-7.88023
0.099	802.925
#starting from: -8.6062	-8.44704
0.099	407.085
#starting from: -8.21796	-7.73953
0.099	432.217
#starting from: -8.5839	-7.93012
0.099	407.084
#starting from: -7.21657	-7.18831
0.099	325.403
#starting from: -8.81251	-8.30383
0.099	400.801
#starting from: -8.8625	-8.45305
0.099	407.085
#starting from: -7.04374	-8.21278
0.099	381.952
#starting from: -7.95221	-8.56002
0.099	482.483
#starting from: -7.87191	-8.64749
0.099	1085.67
#starting from: -8.15168	-8.51443
0.099	960.005
#starting from: -7.5569	-7.64505
0.099	834.341
#starting from: -7.87752	-7.64691
0.099	381.952
#starting from: -8.14211	-7.97601
0.099	300.27
#starting from: -8.61131	-8.36373
0.099	306.554
#starting from: -7.222	-7.24742
0.099	425.934
#starting from: -7.88723	-7.91679
0.099	909.739
#starting from: -7.82813	-7.52034
0.099	1085.67
#starting from: -7.30668	-7.6214
0.099	432.217
#starting from: -8.31588	-7.15245
0.099	532.748
#starting from: -7.08047	-8.6727
0.099	683.545
#starting from: -8.06916	-8.12082
0.099	432.217
#starting from: -8.38323	-7.0896
0.099	331.686
#starting from: -7.43765	-7.92968
0.099	583.014
#starting from: -7.05292	-7.88366
0.099	224.872
#starting from: -8.94966	-8.36372
0.099	507.616
#starting from: -7.09892	-8.23388
0.099	206.023
#starting from: -8.37993	-8.18035
0.099	758.943
#starting from: -8.05795	-7.15029
0.099	601.863
#starting from: -8.71295	-7.85646
0.099	758.943
#starting from: -7.47664	-7.66213
0.099	306.554
#starting from: -7.24593	-7.75799
0.099	859.474
#starting from: -7.76315	-8.79834
0.099	482.483
#starting from: -8.46906	-7.23525
0.099	1632.31
#starting from: -7.4861	-8.72878
0.099	356.819
#starting from: -8.59308	-7.22945
0.099	601.863
#starting from: -8.91333	-7.84399
0.099	325.403
#starting from: -8.50953	-8.52723
0.099	407.084
#starting from: -7.77515	-7.68388
0.099	727.527
#starting from: -8.63201	-8.58322
0.099	608.146
#starting from: -7.25674	-7.03407
0.099	884.607
#starting from: -8.03266	-7.96562
0.099	626.996
#starting from: -7.08822	-8.95572
0.099	432.217
#starting from: -7.33211	-7.14875
0.099	551.598
#starting from: -8.93463	-8.30233
0.099	407.084
#starting from: -7.81543	-7.62003
0.099	482.483
#starting from: -7.98001	-8.10908
0.099	331.686
#starting from: -7.77513	-7.5434
0.099	557.881
#starting from: -7.13542	-8.65634
0.099	231.155
#starting from: -8.81299	-7.32716
0.099	758.943
#starting from: -8.02913	-7.16635
0.099	400.801
#starting from: -7.1881	-8.7866
0.099	482.483
#starting from: -8.06832	-7.90689
0.099	331.686
#starting from: -8.23903	-7.94394
0.099	407.085
#starting from: -8.64481	-7.77073
0.099	1839.65
#starting from: -8.67153	-7.1583
0.099	683.545
#starting from: -7.4527	-7.47411
0.099	331.686
#starting from: -7.2572	-8.07275
0.099	432.217
#starting from: -7.11678	-7.26989
0.099	583.014
#starting from: -7.68709	-8.53584
0.099	400.801
#starting from: -8.63438	-8.2267
0.099	482.483
#starting from: -8.46267	-7.53669
0.099	356.819
#starting from: -8.56388	-7.53388
0.099	375.669
#starting from: -8.35755	-7.24321
0.099	934.872
#starting from: -8.482	-7.85874
0.099	708.677
#starting from: -7.32083	-7.57534
0.099	407.085
#starting from: -7.57661	-7.12698
0.099	532.748
#starting from: -7.45359	-8.03543
0.099	583.014
#starting from: -7.20655	-7.67577
0.099	652.129
#starting from: -7.4884	-8.62464
0.099	953.722
#starting from: -8.56365	-8.50654
0.099	476.2
#starting from: -8.7529	-8.25129
0.099	325.403
#starting from: -8.86412	-8.90686
0.099	425.934
#starting from: -8.55727	-8.41048
0.099	859.474
#starting from: -7.59942	-7.54554
0.099	727.527
#starting from: -8.0323	-7.74897
0.099	281.421
#starting from: -8.74689	-7.10218
0.099	400.801
#starting from: -8.84819	-8.10803
0.099	1029.12
#starting from: -8.73278	-8.36575
0.099	256.288
#starting from: -8.01007	-8.82628
0.099	532.748
#starting from: -7.37627	-7.9216
0.099	331.686
#starting from: -7.72592	-7.24958
0.099	758.943
#starting from: -7.83983	-8.76357
0.099	432.217
#starting from: -7.59782	-8.08246
0.099	356.819
#starting from: -8.87213	-7.26438
0.099	551.598
#starting from: -7.89774	-7.88584
0.099	557.881
#starting from: -8.24614	-8.49004
0.099	758.943
#starting from: -8.45214	-7.75157
0.099	1632.31
#starting from: -7.66076	-8.46118
0.099	884.607
#starting from: -7.09115	-7.57365
0.099	381.952
#starting from: -7.25378	-7.10836
0.099	608.146
#starting from: -8.49398	-7.77896
0.099	557.881
#starting from: -7.61843	-8.60829
0.099	802.925
#starting from: -8.31143	-8.8466
0.099	1161.07
#starting from: -7.5479	-7.23822
0.099	381.952
#starting from: -7.566	-7.19853
0.099	507.615
#starting from: -7.6524	-8.07451
0.099	677.261
#starting from: -8.87706	-8.20841
0.099	557.881
#starting from: -7.47142	-7.73312
0.099	608.146
#starting from: -8.53861	-7.27742
0.099	532.748
#starting from: -7.5611	-8.99797
0.099	350.536
#starting from: -8.77933	-8.76843
0.099	507.616
#starting from: -8.087	-7.30039
0.099	451.067
#starting from: -8.9175	-8.88491
0.099	601.863
#starting from: -8.24088	-8.68205
0.099	400.801
#starting from: -8.00794	-7.76828
0.099	583.014
#starting from: -7.1321	-7.78118
0.099	532.748
#starting from: -7.49532	-8.00094
0.099	457.35
#starting from: -8.84408	-7.43422
0.099	356.819
#starting from: -7.10174	-7.36351
0.099	407.085
#starting from: -8.12825	-8.52042
0.099	407.085
#starting from: -7.31615	-7.83226
0.099	356.819
#starting from: -8.95965	-7.01015
0.099	306.554
#starting from: -7.27288	-7.43302
0.099	828.058
#starting from: -7.66809	-8.33154
0.099	652.129
#starting from: -8.77462	-7.74077
0.099	683.545
#starting from: -8.24785	-7.8737
0.099	306.554
#starting from: -8.03642	-8.81752
0.099	583.014
#starting from: -8.78542	-7.02919
0.099	551.598
#starting from: -7.08262	-8.93565
0.099	407.085
#starting from: -7.96257	-8.16099
0.099	356.819
#starting from: -8.52096	-7.50165
0.099	444.784
#starting from: -8.59247	-8.25116
0.099	482.483
#starting from: -7.84521	-8.33164
0.099	507.616
#starting from: -7.82303	-8.35013
0.099	733.81
#starting from: -7.82852	-8.35782
0.099	451.067
#starting from: -8.61469	-8.25719
0.099	381.952
#starting from: -8.73192	-7.46549
0.099	934.872
#starting from: -7.33788	-8.23076
0.099	482.483
#starting from: -8.00541	-8.01061
0.099	633.279
#starting from: -7.81629	-7.60894
0.099	683.545
#starting from: -8.23515	-7.89181
0.099	206.023
#starting from: -8.33398	-8.26058
0.099	878.323
#starting from: -7.399	-8.65672
0.099	1311.86
#starting from: -8.2255	-8.41175
0.099	331.686
#starting from: -8.14571	-7.00101
0.099	400.801
#starting from: -7.57217	-8.2963
0.099	633.279
#starting from: -7.28275	-8.51491
0.099	595.58
#starting from: -8.68295	-8.00525
0.099	595.58
#starting from: -8.60118	-8.23285
0.099	583.014
#starting from: -7.0749	-8.54169
0.099	828.058
#starting from: -8.45725	-7.22594
0.099	375.669
#starting from: -8.57437	-8.78076
0.099	331.686
#starting from: -7.26393	-8.06622
0.099	733.81
#starting from: -7.19398	-7.58993
0.099	620.713
#starting from: -8.91822	-7.57382
0.099	432.217
#starting from: -7.04937	-7.82821
0.099	381.952
#starting from: -8.07441	-8.68151
0.099	407.085
#starting from: -8.42494	-8.17495
0.099	557.881
#starting from: -8.50276	-7.37856
0.099	325.403
#starting from: -8.95502	-8.93061
0.099	884.607
#starting from: -8.83851	-7.15945
0.099	652.129
#starting from: -7.31514	-8.88223
0.099	331.686
#starting from: -8.69182	-7.77438
0.099	457.35
#starting from: -8.24921	-8.5209
0.099	733.81
#starting from: -7.50407	-7.24286
0.099	953.722
#starting from: -8.72271	-8.59791
0.099	1632.31
#starting from: -8.0137	-7.86148
0.099	331.686
#starting from: -7.1505	-7.16022
0.099	583.014
#starting from: -7.20933	-8.39018
0.099	381.952
#starting from: -8.54696	-8.00453
0.099	1010.27
#starting from: -8.35475	-7.94903
0.099	828.058
#starting from: -8.28092	-7.42962
0.099	400.801
#starting from: -8.97968	-7.92154
0.099	551.598
#starting from: -7.90257	-7.96878
0.099	733.81
#starting from: -7.35631	-8.19128
0.099	784.076
#starting from: -7.13091	-7.67967
0.099	683.545
#starting from: -7.38479	-8.12631
0.099	784.076
#starting from: -7.31607	-7.02509
0.099	683.545
#starting from: -7.44414	-7.44938
0.099	507.616
#starting from: -8.36962	-7.90793
0.099	281.421
#starting from: -7.88939	-8.60858
0.099	231.155
#starting from: -8.90954	-7.16104
0.099	583.014
#starting from: -8.38941	-7.88451
0.099	733.81
#starting from: -7.18071	-8.39776
0.099	884.607
#starting from: -7.40452	-7.07142
0.099	878.323
#starting from: -7.72629	-8.23869
0.099	733.81
#starting from: -8.324	-8.23504
0.099	1632.31
#starting from: -8.18843	-7.65099
0.099	507.616
#starting from: -8.71307	-7.27289
0.099	1085.67
#starting from: -7.78612	-7.45667
0.099	1079.38
#starting from: -8.9486	-8.51916
0.099	476.2
#starting from: -7.26419	-8.81491
0.099	432.217
#starting from: -7.36308	-7.69825
0.099	551.598
#starting from: -7.41	-8.54617
0.099	784.076
#starting from: -8.14554	-7.38598
0.099	381.952
#starting from: -7.75543	-7.83987
0.099	601.863
#starting from: -8.87194	-8.95994
0.099	224.872
#starting from: -8.93801	-8.46461
0.099	381.952
#starting from: -7.725	-7.32218
0.099	482.483
#starting from: -8.86008	-7.11914
0.099	206.023
#starting from: -8.8464	-7.26466
0.099	381.952
#starting from: -8.88878	-7.41404
0.099	557.881
#starting from: -8.59358	-7.02615
0.099	733.81
#starting from: -7.47408	-7.65627
0.099	507.615
#starting from: -7.16821	-8.6848
0.099	507.615
#starting from: -8.37603	-7.76322
0.099	507.616
#starting from: -8.17723	-8.24929
0.099	934.872
#starting from: -8.4502	-7.84944
0.099	733.81
#starting from: -7.22049	-8.41812
0.099	381.952
#starting from: -8.34753	-7.09517
0.099	306.554
#starting from: -7.6398	-8.8497
0.099	482.483
#starting from: -7.40096	-7.79865
0.099	394.518
#starting from: -8.76792	-7.93595
#G	time_to_stabilize
#G_graz: 0.0578561
0.09875	733.81
#starting from: -8.57272	-7.05704
0.09875	1186.2
#starting from: -7.74289	-7.31513
0.09875	457.349
#starting from: -7.75253	-7.49213
0.09875	507.615
#starting from: -8.24583	-8.25521
0.09875	331.686
#starting from: -7.5628	-7.22121
0.09875	306.553
#starting from: -8.08974	-8.68024
0.09875	482.482
#starting from: -7.82147	-8.87966
0.09875	608.146
#starting from: -7.52055	-8.16233
0.09875	853.19
#starting from: -8.42332	-8.91663
0.09875	576.73
#starting from: -7.18397	-8.77799
0.09875	375.668
#starting from: -8.85136	-8.6364
0.09875	652.128
#starting from: -7.34263	-8.67111
0.09875	256.288
#starting from: -7.00516	-7.31091
0.09875	1739.12
#starting from: -8.42841	-7.75081
0.09875	400.801
#starting from: -7.28375	-8.92021
0.09875	432.217
#starting from: -7.66208	-7.52261
0.09875	482.482
#starting from: -7.23721	-7.83107
0.09875	407.084
#starting from: -8.84623	-7.31509
0.09875	457.349
#starting from: -7.1193	-8.16365
0.09875	1054.25
#starting from: -8.38329	-8.32373
0.09875	375.668
#starting from: -8.90399	-8.17429
0.09875	620.712
#starting from: -8.68973	-7.95636
0.09875	231.155
#starting from: -8.09285	-8.59606
0.09875	356.818
#starting from: -7.81677	-7.5843
0.09875	1305.58
#starting from: -8.35089	-8.44576
0.09875	381.951
#starting from: -8.57879	-7.47066
0.09875	784.075
#starting from: -7.23371	-8.08252
0.09875	356.818
#starting from: -7.82975	-7.31356
0.09875	356.818
#starting from: -7.15881	-7.79227
0.09875	708.677
#starting from: -7.47371	-7.45343
0.09875	1311.86
#starting from: -7.90077	-8.46363
0.09875	400.801
#starting from: -8.29902	-8.68974
0.09875	206.022
#starting from: -8.54077	-7.81378
0.09875	425.933
#starting from: -8.12771	-7.6179
0.09875	1010.27
#starting from: -7.23731	-7.57512
0.09875	658.411
#starting from: -8.34217	-7.3623
0.09875	1205.05
#starting from: -7.98404	-8.9456
0.09875	576.73
#starting from: -8.86675	-8.80336
0.09875	381.951
#starting from: -7.24218	-7.43736
0.09875	482.482
#starting from: -8.59306	-7.05435
0.09875	758.942
#starting from: -7.68425	-8.74995
0.09875	507.615
#starting from: -7.79531	-8.96527
0.09875	1588.32
#starting from: -7.09327	-8.66678
0.09875	557.88
#starting from: -7.15684	-8.22591
0.09875	451.066
#starting from: -8.88321	-7.34319
0.09875	432.217
#starting from: -8.69463	-7.17153
0.09875	350.535
#starting from: -8.76634	-8.65538
0.09875	557.88
#starting from: -7.92196	-8.10153
0.09875	432.217
#starting from: -7.13891	-7.86609
0.09875	381.951
#starting from: -7.96718	-8.4466
0.09875	733.81
#starting from: -8.56068	-7.66106
0.09875	1814.52
#starting from: -8.51751	-7.19063
0.09875	1864.78
#starting from: -7.34125	-7.12757
0.09875	1104.52
#starting from: -8.62162	-8.14832
0.09875	482.482
#starting from: -8.06777	-8.38165
0.09875	206.022
#starting from: -8.1765	-8.44804
0.09875	331.686
#starting from: -8.38652	-7.72767
0.09875	407.084
#starting from: -7.66999	-7.96407
0.09875	206.022
#starting from: -8.59688	-7.69213
0.09875	400.801
#starting from: -8.73187	-8.85349
0.09875	557.88
#starting from: -7.45737	-7.86932
0.09875	425.933
#starting from: -7.26407	-8.84216
0.09875	482.482
#starting from: -8.42015	-7.88629
0.09875	306.553
#starting from: -7.53082	-8.99387
0.09875	727.526
#starting from: -8.23571	-8.66312
0.09875	306.553
#starting from: -8.93527	-7.1936
0.09875	206.022
#starting from: -8.80735	-7.24938
0.09875	350.535
#starting from: -8.34113	-8.93084
0.09875	601.863
#starting from: -8.83703	-8.37821
0.09875	300.27
#starting from: -8.73203	-8.94187
0.09875	658.411
#starting from: -8.17742	-8.28182
0.09875	1462.66
#starting from: -7.65682	-7.89146
0.09875	425.933
#starting from: -8.88034	-8.80322
0.09875	381.951
#starting from: -8.04374	-8.40394
0.09875	758.942
#starting from: -7.15364	-8.04552
0.09875	507.615
#starting from: -7.9573	-7.53068
0.09875	381.951
#starting from: -7.2021	-7.28245
0.09875	275.137
#starting from: -8.83472	-8.43955
0.09875	457.349
#starting from: -8.40741	-7.31652
0.09875	425.933
#starting from: -7.1813	-8.92112
0.09875	325.403
#starting from: -8.86355	-8.87389
0.09875	802.925
#starting from: -8.43953	-8.30382
0.09875	425.933
#starting from: -7.56934	-8.49894
0.09875	224.872
#starting from: -8.81949	-8.50021
0.09875	658.411
#starting from: -7.7434	-8.31382
0.09875	381.951
#starting from: -8.31117	-7.63701
0.09875	928.588
#starting from: -8.46005	-8.83199
0.09875	425.933
#starting from: -7.48476	-8.60513
0.09875	1387.26
#starting from: -7.29481	-7.384
0.09875	400.801
#starting from: -7.8176	-8.13057
0.09875	407.084
#starting from: -8.3041	-8.2665
0.09875	633.279
#starting from: -7.05945	-7.34435
0.09875	1154.78
#starting from: -8.99628	-8.03409
0.09875	476.199
#starting from: -7.12844	-8.71768
0.09875	407.084
#starting from: -8.25972	-7.21732
0.09875	708.677
#starting from: -7.04683	-7.33025
0.09875	758.942
#starting from: -8.42631	-7.75351
0.09875	400.801
#starting from: -7.79416	-8.21448
0.09875	828.057
#starting from: -8.267	-8.86872
0.09875	482.482
#starting from: -7.40202	-7.1296
0.09875	331.686
#starting from: -8.16518	-8.15678
0.09875	400.801
#starting from: -7.93122	-7.77818
0.09875	400.801
#starting from: -8.68118	-8.29507
0.09875	482.482
#starting from: -7.96561	-8.62398
0.09875	1387.26
#starting from: -7.94448	-7.39237
0.09875	482.482
#starting from: -7.42443	-7.10859
0.09875	400.801
#starting from: -7.55811	-8.41579
0.09875	381.951
#starting from: -7.75478	-7.20782
0.09875	2040.71
#starting from: -8.37806	-8.23684
0.09875	928.588
#starting from: -7.9581	-7.80049
0.09875	1311.86
#starting from: -7.19297	-7.5643
0.09875	583.013
#starting from: -8.76104	-7.54538
0.09875	1003.99
#starting from: -8.49127	-8.7648
0.09875	432.217
#starting from: -7.61492	-7.57027
0.09875	256.288
#starting from: -8.16885	-8.47456
0.09875	300.27
#starting from: -8.76867	-8.81606
0.09875	457.349
#starting from: -8.73013	-7.46647
0.09875	425.934
#starting from: -8.95925	-7.6201
0.09875	400.801
#starting from: -7.11587	-8.97754
0.09875	331.686
#starting from: -7.3873	-7.44061
0.09875	457.35
#starting from: -7.70807	-8.99863
0.09875	557.88
#starting from: -7.30893	-8.02878
0.09875	356.819
#starting from: -8.29561	-7.00214
0.09875	626.995
#starting from: -8.82059	-7.8643
0.09875	331.686
#starting from: -7.94693	-7.1621
0.09875	928.588
#starting from: -7.31144	-8.69315
0.09875	400.801
#starting from: -8.7836	-8.79552
0.09875	1079.38
#starting from: -8.75917	-8.04422
0.09875	702.394
#starting from: -8.62768	-7.99839
0.09875	381.951
#starting from: -7.03315	-7.19384
0.09875	953.721
#starting from: -8.39103	-8.31435
0.09875	557.88
#starting from: -8.13056	-7.10428
0.09875	576.73
#starting from: -8.50171	-8.60412
0.09875	381.951
#starting from: -8.53246	-7.54236
0.09875	802.925
#starting from: -7.01468	-8.96846
0.09875	997.703
#starting from: -8.67792	-7.95157
0.09875	557.88
#starting from: -7.73149	-7.53218
0.09875	381.951
#starting from: -7.98895	-7.38152
0.09875	532.748
#starting from: -8.05055	-7.21695
0.09875	758.942
#starting from: -7.70077	-7.7733
0.09875	224.872
#starting from: -8.58822	-8.91061
0.09875	985.137
#starting from: -7.13738	-7.10546
0.09875	407.084
#starting from: -7.0847	-8.70497
0.09875	708.677
#starting from: -7.64669	-7.26644
0.09875	601.863
#starting from: -7.27064	-8.76417
0.09875	1135.93
#starting from: -7.50891	-7.1763
0.09875	928.588
#starting from: -7.48167	-8.47017
0.09875	476.199
#starting from: -8.78283	-8.85934
0.09875	381.951
#starting from: -8.72929	-7.00496
0.09875	652.128
#starting from: -8.60096	-8.65595
0.09875	381.951
#starting from: -7.23505	-7.38468
0.09875	231.155
#starting from: -8.46673	-7.94051
0.09875	400.801
#starting from: -8.26573	-8.58787
0.09875	683.544
#starting from: -7.99364	-7.45118
0.09875	576.73
#starting from: -8.26521	-8.56785
0.09875	356.818
#starting from: -7.31377	-8.18387
0.09875	482.482
#starting from: -7.70663	-7.69093
0.09875	507.615
#starting from: -8.22525	-7.18458
0.09875	375.668
#starting from: -8.34769	-8.439
0.09875	482.482
#starting from: -7.5037	-7.09926
0.09875	758.942
#starting from: -7.55179	-8.9113
0.09875	206.022
#starting from: -8.28	-8.2817
0.09875	834.341
#starting from: -7.65208	-8.55614
0.09875	1387.26
#starting from: -7.01684	-8.45576
0.09875	381.951
#starting from: -8.37812	-7.54275
0.09875	677.261
#starting from: -8.12534	-7.53452
0.09875	350.535
#starting from: -8.89668	-7.71923
0.09875	331.686
#starting from: -8.57971	-7.84429
0.09875	381.951
#starting from: -7.04774	-8.79707
0.09875	633.279
#starting from: -8.4787	-8.11191
0.09875	752.659
#starting from: -8.26777	-8.51994
0.09875	677.261
#starting from: -7.16638	-8.84337
0.09875	457.349
#starting from: -8.24361	-7.58511
0.09875	557.88
#starting from: -7.76572	-8.60677
0.09875	608.146
#starting from: -7.26356	-8.47897
0.09875	608.146
#starting from: -8.20964	-7.22729
0.09875	633.279
#starting from: -8.28203	-7.98159
0.09875	608.146
#starting from: -7.8488	-8.77175
0.09875	507.615
#starting from: -7.55248	-8.65002
0.09875	834.341
#starting from: -7.31547	-8.09884
0.09875	620.712
#starting from: -8.48343	-8.33922
0.09875	507.615
#starting from: -7.54377	-7.1202
0.09875	381.951
#starting from: -7.03288	-7.1084
0.09875	576.73
#starting from: -7.54253	-8.36555
0.09875	425.933
#starting from: -7.69683	-8.25996
0.09875	934.871
#starting from: -8.39357	-7.27039
0.09875	702.394
#starting from: -8.81369	-8.77324
0.09875	626.995
#starting from: -8.93899	-8.99076
0.09875	407.084
#starting from: -7.95157	-8.14171
0.09875	501.332
#starting from: -8.64861	-8.38246
0.09875	2034.43
#starting from: -8.97414	-7.30356
0.09875	633.279
#starting from: -7.03048	-8.01096
0.09875	1864.78
#starting from: -7.34789	-7.11873
0.09875	608.146
#starting from: -8.19027	-7.82288
0.09875	325.403
#starting from: -8.74492	-8.01022
0.09875	350.535
#starting from: -8.83097	-7.96152
0.09875	507.615
#starting from: -7.94656	-7.55508
0.09875	425.933
#starting from: -7.60847	-8.40788
0.09875	432.217
#starting from: -8.49821	-8.04622
0.09875	482.482
#starting from: -7.06005	-8.56895
0.09875	608.146
#starting from: -7.17222	-7.25089
0.09875	708.677
#starting from: -7.15963	-7.08607
0.09875	331.686
#starting from: -7.01357	-7.9531
0.09875	532.748
#starting from: -7.04322	-8.38248
0.09875	1387.26
#starting from: -7.80333	-7.67437
0.09875	501.332
#starting from: -8.18028	-8.7155
0.09875	928.588
#starting from: -7.55008	-8.37469
0.09875	457.349
#starting from: -7.03364	-8.26307
0.09875	702.394
#starting from: -8.09005	-7.50918
0.09875	482.482
#starting from: -7.79835	-7.26217
0.09875	702.394
#starting from: -7.72966	-8.00767
0.09875	331.686
#starting from: -7.06333	-7.86883
0.09875	457.349
#starting from: -7.00404	-8.30542
0.09875	928.588
#starting from: -7.65565	-8.22622
0.09875	784.075
#starting from: -8.8228	-7.05015
0.09875	557.88
#starting from: -7.69728	-8.65781
0.09875	381.951
#starting from: -7.16933	-8.6345
0.09875	306.553
#starting from: -7.98094	-8.32517
0.09875	300.27
#starting from: -8.95553	-7.82072
0.09875	331.686
#starting from: -8.14805	-8.68242
0.09875	457.349
#starting from: -7.71599	-7.47259
0.09875	551.597
#starting from: -8.53633	-8.47301
0.09875	1305.58
#starting from: -8.53909	-8.12438
0.09875	407.084
#starting from: -8.16405	-7.3407
0.09875	432.217
#starting from: -7.79388	-8.82203
0.09875	1336.99
#starting from: -8.46411	-7.15295
0.09875	633.279
#starting from: -8.5917	-7.82656
0.09875	758.942
#starting from: -7.19975	-8.39244
0.09875	425.933
#starting from: -8.19924	-7.2985
0.09875	583.013
#starting from: -8.098	-8.48361
0.09875	331.686
#starting from: -8.57111	-7.41382
0.09875	733.81
#starting from: -7.01705	-8.64968
0.09875	400.801
#starting from: -8.65218	-8.88531
0.09875	828.057
#starting from: -8.92335	-8.63593
0.09875	306.553
#starting from: -7.02215	-7.6825
0.09875	758.942
#starting from: -7.36657	-8.20113
0.09875	250.004
#starting from: -8.39974	-8.71626
0.09875	356.819
#starting from: -7.0042	-7.00236
0.09875	432.217
#starting from: -7.47286	-7.41022
0.09875	451.066
#starting from: -8.56797	-8.47421
0.09875	601.863
#starting from: -7.13064	-8.94592
0.09875	356.819
#starting from: -7.79028	-7.06195
0.09875	350.535
#starting from: -8.55952	-8.64895
0.09875	1682.57
#starting from: -8.31809	-8.90446
0.09875	350.535
#starting from: -8.84544	-8.07305
0.09875	583.013
#starting from: -7.78079	-8.29609
0.09875	1362.13
#starting from: -7.21136	-8.5295
0.09875	859.473
#starting from: -7.157	-7.5352
0.09875	2562.22
#starting from: -7.79583	-7.92062
0.09875	356.819
#starting from: -8.47126	-8.12085
0.09875	677.261
#starting from: -8.15175	-7.48947
0.09875	451.066
#starting from: -8.55611	-8.7582
0.09875	476.199
#starting from: -8.74073	-8.99612
0.09875	400.801
#starting from: -8.49032	-7.04638
0.09875	576.73
#starting from: -7.72857	-8.10363
0.09875	400.801
#starting from: -7.48033	-8.63859
0.09875	557.88
#starting from: -8.09037	-7.14775
0.09875	1035.4
#starting from: -7.58155	-7.82203
0.09875	608.146
#starting from: -8.26064	-7.15493
0.09875	331.686
#starting from: -7.40865	-7.74415
0.09875	809.208
#starting from: -7.31574	-8.11455
0.09875	457.349
#starting from: -7.52264	-8.71485
0.09875	1707.7
#starting from: -8.98728	-8.98602
0.09875	1035.4
#starting from: -7.39065	-8.05886
0.09875	432.217
#starting from: -7.75998	-8.42117
0.09875	658.411
#starting from: -7.60109	-8.50976
0.09875	507.615
#starting from: -7.69974	-8.50169
0.09875	1739.12
#starting from: -8.46323	-8.11638
0.09875	331.686
#starting from: -7.71752	-7.02853
0.09875	432.217
#starting from: -7.65405	-7.90415
0.09875	683.544
#starting from: -7.01184	-8.68335
0.09875	356.818
#starting from: -7.30529	-8.18171
0.09875	507.615
#starting from: -7.405	-8.24328
0.09875	356.819
#starting from: -7.7521	-7.6278
0.09875	482.482
#starting from: -7.7865	-8.73022
0.09875	1311.86
#starting from: -7.77172	-8.62619
0.09875	1010.27
#starting from: -7.35019	-7.41219
0.09875	331.686
#starting from: -7.62933	-7.48883
0.09875	381.951
#starting from: -7.97399	-7.59108
0.09875	683.544
#starting from: -8.12058	-7.30485
0.09875	777.792
#starting from: -8.88189	-7.72741
0.09875	457.349
#starting from: -7.64571	-7.92289
0.09875	381.951
#starting from: -7.87887	-7.08256
0.09875	859.473
#starting from: -7.02209	-7.72691
0.09875	256.288
#starting from: -7.06249	-7.20204
0.09875	256.288
#starting from: -7.04247	-7.24325
0.09875	375.668
#starting from: -8.81053	-8.1738
0.09875	331.686
#starting from: -7.17654	-7.7165
0.09875	758.942
#starting from: -7.23461	-7.4287
0.09875	300.27
#starting from: -8.88117	-7.8153
0.09875	381.951
#starting from: -7.08939	-8.71625
0.09875	809.208
#starting from: -7.12334	-7.0037
0.09875	325.402
#starting from: -8.94725	-7.78252
0.09875	1437.53
#starting from: -7.77705	-8.52665
0.09875	576.73
#starting from: -7.77265	-8.04022
0.09875	507.615
#starting from: -7.65522	-7.38585
0.09875	381.951
#starting from: -7.61929	-7.6461
0.09875	331.686
#starting from: -8.23617	-7.99673
0.09875	859.473
#starting from: -7.40987	-7.34802
0.09875	2562.22
#starting from: -7.09455	-8.83975
0.09675	652.123
#starting from: -8.93441	-7.3547
0.09675	356.814
#starting from: -7.54669	-8.43545
0.09675	532.743
#starting from: -7.48478	-7.50796
0.09675	1255.31
#starting from: -8.96047	-7.94559
0.09675	350.531
#starting from: -8.65187	-7.49626
0.09675	469.911
#starting from: -8.7405	-7.09557
0.09675	551.592
#starting from: -8.49454	-8.20237
0.09675	1003.98
#starting from: -8.18084	-8.34095
0.09675	325.398
#starting from: -8.6165	-8.5918
0.09675	457.345
#starting from: -7.36302	-7.35849
0.09675	570.442
#starting from: -7.85551	-8.69909
0.09675	746.371
#starting from: -7.04369	-8.39965
0.09675	2260.62
#starting from: -8.31917	-8.05308
0.09675	1098.23
#starting from: -7.97296	-7.07385
0.09675	1079.38
#starting from: -8.53812	-8.12002
0.09675	878.318
#starting from: -7.2014	-7.95116
0.09675	702.389
#starting from: -7.20453	-7.9966
0.09675	356.814
#starting from: -7.21747	-7.00322
0.09675	432.212
#starting from: -7.47132	-8.53857
0.09675	557.876
