0.18 149.626868 0.794346149975
0.179 149.775665 1.77272297706
0.178 149.999862 2.95288685509
0.177 150.035563 2.98806295923
0.176 150.203215 3.54924511951
0.175 151.005476 5.52038971765
0.174 152.913593 8.50345536737
0.173 157.014562 11.6396629039
0.108571 335.836963 120.858408765
0.107571 344.134743 144.815002809
0.106571 370.169925 143.533170536
0.105571 396.066847 203.280332566
0.104571 382.335726 155.554896829
0.103571 398.983753 163.330001441
0.102571 426.772018 170.622759851
0.101571 505.636129 261.989783935
0.101429 507.388816 315.016639237
0.100429 480.312187 203.188411214
0.0994286 589.329259 332.215874016
0.0984286 676.895645 399.055087747
0.0974286 683.044492 381.826311041
0.0964286 737.265961 438.846024738
0.0954286 711.163271 378.069278329
0.0944286 796.126391566 540.085760838
0.0942857 743.732905297 378.364343615
#0.0902857 568.332466667 289.869679577
#0.0882857 226.41725 2.72090751175
0.0942857 742.475551821 429.071110276
0.0932857 756.830432 352.918380925
0.0922857 1060.041983 613.736717363
0.0912857 942.355699 389.895627318
0.0902857 636.022813333 399.667380185
0.0892857 566.320591837 342.309404177
#0.0871429 249.976 0.0
#0.0831429 229.023 10.6795041396
#0.0811429 235.301 23.6951482376
#0.0871429 245.787777778 31.2056394219
#0.0861429 254.68625 41.529748635
#5.0 356.818 0.0
0.09875 627.088081181 384.162750258
0.09675 664.66859 361.730132044
0.09475 910.440996667 837.345509091
0.09275 768.05946 360.898840887
0.0925 1538.52381882 1744.06919539
0.0905 2527.05281 1461.16754809
#0.0885 279.301166667 60.5565462396
#0.0865 323.278666667 109.591434998
#0.08625 239.502333333 10.6790465346
#0.08425 260.17975 52.0914807232
#0.08225 234.2565 9.4245
#0.08025 237.3935 10.8827639067
0.172857 157.058546 11.7283819254
0.171857 159.167669 12.5313863469
0.170857 159.988765 12.7907764932
0.169857 160.50197 12.8354394811
0.168857 161.379209 13.0061149095
0.167857 162.71538 12.7750834297
0.166857 163.81917 12.5440700843
0.165857 164.853788 12.0273403944
0.165714 165.507149 11.6895402608
0.164714 165.599404 11.6029866901
0.163714 168.035299 10.7702274503
0.162714 168.441658 11.1762781338
0.161714 170.544179 13.4192716379
0.160714 173.105316 13.8526818618
0.159714 173.342003 15.4537551952
0.158714 175.067889 14.8013792055
0.158571 174.483552 15.3949716576
0.157571 174.632185 15.4783779436
0.156571 174.11477 14.94955669
0.155571 173.974135 14.446305598
0.154571 174.474637 13.6322371273
0.153571 174.03278 13.7410222389
0.152571 176.141952 13.5175599562
0.151571 177.151556 13.5680272679
0.151429 178.558436 13.6009904434
0.150429 178.18537 13.924660573
0.149429 181.777353 15.3520485165
0.148429 183.591203 15.6530545088
0.147429 186.736936 17.5315239474
0.146429 190.730635 17.5338494032
0.145429 192.607186 17.9932240101
0.144429 196.261845 18.9636907533
0.144286 195.042712 18.9168369247
0.143286 201.650372 20.0716790285
0.142286 205.939503 22.0862572652
0.141286 210.35429 22.0035060503
0.140286 216.220754 27.215955785
0.139286 221.772973 29.5496202299
0.138286 218.371471 28.2440509716
0.137286 220.461473 28.9486354341
0.137143 220.373357 28.6592853635
0.136143 222.249716 28.7294864036
0.135143 218.986483 28.7049412341
0.134143 217.953778 35.2492459308
0.133143 213.14494 40.6024473364
0.132143 208.694292 43.0021588192
0.131143 210.099378 44.7992079038
0.130143 216.022096 52.7712220593
0.13 218.67344 62.4619574456
0.129 211.533536 43.1229367552
0.128 216.947188 44.7750074446
0.127 220.978869 47.4923896014
0.126 228.233714 46.9069679917
0.125 239.132724 50.1114476672
0.124 239.042503 43.8382913898
0.123 237.896722 41.1881175123
0.122857 238.380115 40.5871752142
0.121857 251.823838 49.5942389097
0.120857 259.147767 49.4184217526
0.119857 257.907701 52.9510690436
0.118857 261.166338 68.2394303838
0.117857 270.086163 66.3860150381
0.116857 290.215176 121.155622951
0.115857 297.03018 92.0166732125
0.115714 295.402431 99.6408396051
0.114714 312.45268 113.782645103
0.113714 334.887662 127.16177466
0.112714 320.760733 118.612582711
0.111714 328.983115 100.696468871
0.110714 324.840101 93.8938338542
0.109714 334.444784 111.113631489
0.108714 335.215332 119.25815272
