0.080625 221.6865 3.1415
0.0904 605.769708333 507.927997426
0.09125 1858.37732667 1085.89640367
0.091675 2684.30318 1675.0623611
0.092525 2034.10000667 1926.75833981
0.093375 1129.42827667 1026.85657501
0.094225 874.79397 551.286361156
0.095075 901.918186667 601.882394782
0.095925 775.083796667 592.705204827
0.096775 640.835026667 318.211968313
0.097625 719.67009 496.533959358
0.098475 640.671666667 340.957898475
0.099325 521.628276667 256.585002873
0.100175 506.57166 228.978618396
0.101025 514.15542 282.259260683
0.101875 462.174606667 180.941041692
0.1023 484.89969 250.966460433
0.10315 460.90004 212.431045668
0.104 483.29124 562.651412987
0.10485 432.3156 350.170555518
0.1057 394.092020134 142.731921191
0.10655 415.292256667 231.242407547
0.1074 450.333523333 341.50979644
0.10825 360.109073333 128.773566221
0.1091 361.095466667 140.876817701
0.10995 347.1069 114.747020263
0.1108 327.714846667 119.652124085
0.11165 322.376176667 111.301067359
0.1125 317.97993 105.573439049
0.112925 321.122523333 110.244693888
0.113775 307.783283333 96.1129872894
0.114625 335.24276 256.764758048
0.115475 302.21623 110.393137865
0.116325 313.36038 138.874354981
0.117175 297.047073333 94.094679699
0.118025 294.11689 147.237354591
0.118875 269.09089 70.1419925618
0.119725 286.01558 109.010411973
0.120575 270.707553333 70.8816096193
0.121425 254.163856667 61.7948879384
0.122275 249.579113333 55.3933838962
0.123125 248.429176667 55.9611961997
0.12355 242.04228 55.1848838309
0.1244 238.75604 51.9494257886
0.12525 236.95685 46.339262108
0.1261 230.864133333 48.1064723723
0.12695 232.75102 44.2645145696
0.1278 224.857183333 49.0597802693
0.12865 227.60277 51.1211413738
0.1295 232.88263 55.2041768868
0.13035 223.50171 54.644600133
0.1312 225.304883333 62.4516658803
0.13205 217.787926667 60.4690768836
0.1329 224.952753333 69.5458825534
0.13375 215.299533333 50.8130625926
0.134175 213.9182 50.3220595791
0.135025 207.699796667 44.9072152345
0.135875 206.612703333 38.7017113067
0.136725 204.059466667 40.281031893
0.137575 205.44371 36.3350642455
0.138425 199.895523333 34.0897298059
0.139275 198.284783333 33.2034201956
0.140125 195.10325 30.78064013
0.140975 195.8382 28.9785846619
0.141825 191.253386667 29.1647421073
0.142675 191.380986667 27.5743730412
0.143525 189.833036667 26.3453986283
0.144375 189.49986 25.5907444287
0.1448 183.489896667 24.2311298112
0.14565 185.942253333 23.4600683411
0.1465 181.650623333 23.1820702733
0.14735 182.008626667 21.9591883294
0.1482 178.889886667 19.7928778964
0.14905 175.95966 20.1826652653
0.1499 174.725863333 19.9088950624
0.15075 175.125753333 18.9602687688
0.1516 172.34206 19.0532990847
0.15245 173.223686667 16.85453391
0.1533 169.183286667 17.164778175
0.15415 168.598786667 16.0798358298
0.155 168.37019 15.4840720316
0.155425 168.371163333 17.5851975821
0.156275 166.718466667 15.7624519455
0.157125 164.58407 15.4542772122
0.157975 163.580636667 15.9781150849
0.158825 163.68733 15.5721701806
0.159675 161.741453333 16.1318421893
0.160525 161.931746667 16.3504420118
0.161375 160.509403333 16.3066444174
0.162225 160.280903333 15.6255664164
0.163075 159.361073333 15.1850900558
0.163925 157.75037 15.9787034328
0.164775 157.521843333 14.2044662706
0.165625 155.282736667 15.6577359822
0.16605 154.697246667 15.4111381941
0.1669 154.364006667 14.4182977842
0.16775 152.753116667 15.0315296419
0.1686 154.220963333 14.129600068
0.16945 152.861483333 13.6164792661
0.1703 151.062143333 14.5402394138
0.17115 149.409446667 13.9868176867
0.172 148.699183333 14.7811033396
0.17285 148.19835 13.304627247
0.1737 148.179093333 13.8403472501
0.17455 146.714883333 12.9003556324
0.1754 147.282266667 12.9095120198
0.17625 145.231556667 13.4789074782
0.176675 144.122453333 12.2894484474
0.177525 145.548516667 11.7433554482
0.178375 144.209723333 12.3265498163
0.179225 142.892123333 12.7597330059
0.180075 142.705456667 13.0219619685
0.180925 143.147086667 12.9002585416
0.181775 141.347773333 12.2031897883
0.182625 142.20812 12.0505566576
