0.393094 967.82675
0.392694 945.20867
0.392294 924.28288
0.391894 874.26819
0.391494 928.55204
0.391094 943.13893
0.390694 906.79303
0.390294 919.67099
0.389894 921.49537
0.389494 909.51512
0.389094 938.15981
0.388694 933.203
0.388294 898.03388
0.387894 964.12373
0.387494 949.95162
0.387094 870.3042
0.386694 830.36191
0.386294 851.40034
0.385894 828.18584
0.385494 776.50286
0.385094 793.70047
0.384694 770.01904
0.384294 742.38894
0.383894 757.47961
0.383494 772.91686
0.383094 725.94277
0.382694 763.01134
0.382294 810.38845
0.381894 820.37379
0.381494 770.44071
0.381094 854.22226
0.380694 835.77062
0.380294 839.76059
0.379894 844.77674
0.379494 843.85913
0.379094 726.33481
0.250237 217.61759
0.249837 217.36633
0.249437 217.74322
0.249037 217.74322
0.248637 217.49196
0.248237 217.86885
0.247837 217.49196
0.247437 216.73818
0.247037 217.49196
0.246637 217.86885
0.246237 216.98944
0.245837 217.49196
0.245437 216.98944
0.245037 216.73818
0.244637 216.98944
0.244237 217.11507
0.243837 217.36633
0.243437 217.11507
0.243037 217.11507
0.242637 216.98944
0.242237 216.86381
0.241837 217.11507
0.241437 217.36633
0.241037 217.36633
0.240637 216.86381
0.240237 216.98944
0.239837 216.73818
0.239437 216.73818
0.239037 216.73818
0.238637 217.11507
0.238237 216.23566
0.237837 217.11507
0.237437 216.36129
0.237037 216.73818
0.236637 217.11507
0.236237 216.86381
0.235951 217.49196
0.235551 216.61255
0.235151 217.2407
0.234751 216.98944
0.234351 217.11507
0.233951 217.74322
0.233551 216.86381
0.233151 216.48692
0.232751 216.23566
0.232351 216.98944
0.231951 216.48692
0.231551 217.11507
0.231151 216.11003
0.230751 216.11003
0.230351 216.11003
0.229951 216.86381
0.229551 216.98944
0.229151 216.11003
0.228751 216.36129
0.228351 216.48692
0.227951 215.85877
0.227551 215.9844
0.227151 216.86381
0.226751 216.48692
0.226351 216.86381
0.225951 216.61255
0.225551 216.23566
0.225151 215.9844
0.224751 215.9844
0.224351 216.73818
0.223951 215.9844
0.223551 216.61255
0.223151 215.73314
0.222751 215.48188
0.222351 216.23566
0.221951 216.23566
0.221666 216.86381
0.221266 215.60751
0.220866 217.11507
0.220466 215.9844
0.220066 216.36129
0.219666 217.2407
0.219266 216.11003
0.218866 215.9844
0.218466 215.48188
0.218066 216.23566
0.217666 215.73314
0.217266 215.9844
0.216865 215.48189
0.216465 215.73315
0.216065 215.85877
0.215665 216.48692
0.215265 215.60752
0.214865 215.85878
0.214465 215.73315
0.214065 214.85374
0.213665 215.35626
0.213265 214.85375
0.212865 216.36129
0.212465 216.11004
0.212065 216.36129
0.211665 215.85878
0.211265 215.48189
0.210865 215.4819
0.210465 215.3563
0.210065 215.85879
0.209665 215.60758
0.209265 216.11005
0.208865 215.3563
0.208465 214.9794
0.208065 215.85879
0.207665 215.35629
0.20738 216.36128
0.20698 214.72794
0.20658 215.85849
0.20618 215.60709
0.20578 215.35577
0.20538 216.61208
0.20498 215.10453
0.20458 215.35577
0.20418 214.85317
0.20378 215.22998
0.20338 215.23004
0.20298 214.85309
0.20258 214.97871
0.20218 215.35563
0.20178 215.3556
0.20138 215.48122
0.20098 214.9787
0.20058 214.97874
0.20018 215.35561
0.19978 213.59693
0.19938 215.23
