#G	time_to_stabilize
#G_graz: 0.0578561
#starting from: -7.21014	-8.78835
0.114625	287.742
#starting from: -7.36228	-7.06867
0.114625	287.742
#starting from: -8.11416	-7.66086
0.114625	714.999
#starting from: -7.28608	-8.16725
0.114625	388.273
#starting from: -7.78792	-8.25121
0.114625	212.344
#starting from: -7.85514	-8.25675
0.113775	312.873
#starting from: -7.53664	-8.35397
0.113775	306.59
#starting from: -7.92109	-8.2375
0.113775	287.74
#starting from: -7.00019	-7.1186
0.113775	306.59
#starting from: -7.68258	-8.64174
0.113775	187.209
#starting from: -7.96092	-7.76769
0.113775	231.191
#starting from: -8.73965	-7.9189
0.113775	463.669
#starting from: -7.8845	-7.69108
0.113775	457.386
#starting from: -8.97881	-7.1501
0.113775	262.607
#starting from: -8.05776	-7.7989
0.113775	287.74
#starting from: -7.43754	-7.58738
0.113775	281.457
#starting from: -7.33033	-7.64412
0.113775	457.386
#starting from: -8.99403	-7.67908
0.113775	463.669
#starting from: -7.10905	-7.38686
0.113775	438.536
#starting from: -7.91357	-7.81685
0.113775	256.324
#starting from: -8.42141	-8.47769
0.113775	306.589
#starting from: -7.7914	-8.8143
0.113775	281.457
#starting from: -7.34281	-7.7111
0.113775	237.474
#starting from: -8.09164	-7.05422
0.113775	363.138
#starting from: -7.0917	-7.82084
0.113775	231.191
#starting from: -7.95398	-8.538
0.113775	187.209
#starting from: -8.14355	-7.45535
0.113775	388.271
#starting from: -7.50701	-7.82764
0.113775	237.474
#starting from: -7.89487	-7.97479
0.113775	206.059
#starting from: -8.29998	-8.138
0.113775	331.722
#starting from: -8.2477	-8.8667
0.113775	281.457
#starting from: -8.22053	-8.36094
0.113775	262.607
#starting from: -7.53734	-8.38143
0.113775	262.607
#starting from: -7.02251	-7.8158
0.113775	457.386
#starting from: -8.49466	-7.88636
0.113775	287.74
#starting from: -7.54336	-7.40635
0.113775	262.607
#starting from: -7.70478	-7.70625
0.113775	312.873
#starting from: -7.87412	-7.19572
0.113775	287.74
#starting from: -8.04726	-7.27246
0.113775	338.005
#starting from: -7.39059	-8.24705
0.113775	256.324
#starting from: -8.73998	-7.94591
0.113775	281.457
#starting from: -8.19159	-8.68183
0.113775	463.669
#starting from: -8.03821	-7.24195
0.113775	312.873
#starting from: -8.91158	-8.54768
0.113775	539.067
#starting from: -8.18441	-7.48722
0.113775	206.058
#starting from: -7.8857	-8.99043
0.113775	281.457
#starting from: -7.94908	-8.41107
0.113775	407.12
#starting from: -8.01015	-8.86475
0.113775	262.607
#starting from: -7.32078	-7.39139
0.113775	206.058
#starting from: -8.13281	-8.56078
0.113775	306.589
#starting from: -7.96874	-8.3132
0.113775	262.607
#starting from: -7.73151	-7.64181
0.113775	287.74
#starting from: -7.01094	-8.18779
0.113775	237.474
#starting from: -7.72111	-7.43679
0.113775	306.589
#starting from: -8.57139	-7.08748
0.113775	482.519
#starting from: -8.19716	-8.55355
0.113775	287.74
#starting from: -7.45628	-8.46889
0.113775	432.253
#starting from: -8.1949	-8.43464
0.113775	438.536
#starting from: -7.08734	-7.74486
0.113775	281.457
#starting from: -7.42756	-8.92757
0.113775	281.457
#starting from: -7.31805	-7.66801
0.113775	262.607
#starting from: -7.70387	-7.586
0.113775	758.979
#starting from: -8.41948	-7.26937
0.113775	281.457
#starting from: -7.75355	-8.87157
0.113775	180.926
#starting from: -8.74668	-7.1313
0.113775	281.457
#starting from: -8.5557	-7.93852
0.113775	407.12
#starting from: -8.56253	-7.39949
0.113775	633.315
#starting from: -8.38894	-7.46394
0.113775	331.722
#starting from: -7.89284	-8.41787
0.113775	407.12
#starting from: -8.63167	-7.04753
0.113775	413.404
#starting from: -7.22176	-8.58458
0.113775	457.386
#starting from: -7.77561	-8.53873
0.113775	312.873
#starting from: -7.21757	-8.83646
0.113775	262.607
#starting from: -7.17252	-8.7643
0.113775	381.988
#starting from: -8.07699	-7.9557
0.113775	312.873
#starting from: -7.57667	-7.8134
0.113775	287.74
#starting from: -7.91333	-7.60986
0.113775	388.271
#starting from: -7.66217	-7.70278
0.113775	262.607
#starting from: -7.99457	-7.85016
0.113775	187.209
#starting from: -8.07307	-7.53999
0.113775	180.926
#starting from: -8.30207	-8.0067
0.113775	463.669
#starting from: -7.45666	-8.42596
0.113775	231.191
#starting from: -8.91598	-7.05884
0.113775	306.589
#starting from: -7.43807	-8.99347
0.113775	488.802
#starting from: -8.95565	-8.79064
0.113775	187.209
#starting from: -7.27306	-8.98206
0.113775	231.191
#starting from: -8.89856	-7.64208
0.113775	356.855
#starting from: -7.85544	-8.42868
0.113775	180.926
#starting from: -8.01918	-8.49416
0.113775	312.873
#starting from: -8.42105	-7.05987
0.113775	180.926
#starting from: -8.62804	-8.88484
0.113775	312.873
#starting from: -7.49121	-8.07356
0.113775	237.474
#starting from: -7.27827	-8.27268
0.113775	212.342
#starting from: -7.87419	-7.37394
0.113775	262.607
#starting from: -7.5691	-8.35069
0.113775	212.342
#starting from: -8.01409	-7.1043
0.113775	256.324
#starting from: -8.57604	-8.39245
0.113775	388.271
#starting from: -7.73577	-7.76359
0.113775	256.324
#starting from: -8.31635	-7.42016
0.113775	187.209
#starting from: -7.30085	-8.928
0.113775	256.324
#starting from: -8.24358	-8.79806
0.113775	287.74
#starting from: -7.44941	-7.58603
0.113775	180.926
#starting from: -8.62258	-7.43085
0.113775	438.536
#starting from: -7.25827	-8.91868
0.113775	237.474
#starting from: -8.33282	-7.20769
0.113775	262.607
#starting from: -7.73793	-8.37486
0.113775	187.209
#starting from: -8.67705	-8.85182
0.113775	187.209
#starting from: -7.50224	-8.58724
0.113775	381.988
#starting from: -8.38253	-8.22477
0.113775	312.873
#starting from: -7.22816	-7.24733
0.113775	187.209
#starting from: -7.3237	-8.87512
0.113775	413.404
#starting from: -8.82279	-8.93286
0.113775	262.607
#starting from: -7.713	-7.88189
0.113775	212.342
#starting from: -7.39175	-8.71885
0.113775	413.404
#starting from: -7.73241	-7.45351
0.113775	388.271
#starting from: -7.30136	-7.51286
0.113775	331.722
#starting from: -8.26651	-7.55692
0.113775	281.457
#starting from: -8.11812	-8.69171
0.113775	212.342
#starting from: -8.05562	-7.11359
0.113775	482.519
#starting from: -7.53084	-8.91277
0.113775	287.74
#starting from: -7.05572	-7.58894
0.113775	388.271
#starting from: -7.34929	-8.41381
0.113775	589.333
#starting from: -7.49792	-7.73606
0.113775	231.191
#starting from: -8.68809	-7.56524
0.113775	187.209
#starting from: -7.22797	-8.96224
0.113775	187.209
#starting from: -8.83207	-8.53629
0.113775	287.74
#starting from: -7.15851	-7.16421
0.113775	237.474
#starting from: -7.4514	-7.10491
0.113775	287.74
#starting from: -7.21343	-8.1656
0.113775	356.855
#starting from: -7.90087	-8.34815
0.113775	262.607
#starting from: -7.53575	-7.47063
0.113775	187.209
#starting from: -7.92182	-7.87068
0.113775	187.209
#starting from: -8.95299	-8.9599
0.113775	256.324
#starting from: -8.69135	-8.01531
0.113775	356.855
#starting from: -8.41634	-8.17278
0.113775	237.474
#starting from: -7.39704	-8.39477
0.113775	231.191
#starting from: -8.49097	-8.21571
0.113775	180.926
#starting from: -8.20483	-8.20247
0.113775	532.784
#starting from: -8.59787	-7.80964
0.113775	262.607
#starting from: -7.86934	-7.91261
0.113775	187.209
#starting from: -8.80918	-8.58029
0.113775	256.324
#starting from: -8.37751	-8.60923
0.113775	312.873
#starting from: -7.35628	-7.91805
0.113775	180.926
#starting from: -7.83921	-8.79059
0.113775	356.855
#starting from: -8.67206	-7.53791
0.113775	262.607
#starting from: -7.51554	-7.70277
0.113775	187.209
#starting from: -8.9423	-8.99975
0.113775	256.324
#starting from: -7.01007	-8.03608
0.113775	287.74
#starting from: -7.4773	-8.13585
0.113775	356.855
#starting from: -8.90391	-8.03315
0.113775	306.589
#starting from: -7.92361	-8.97947
0.113775	356.855
#starting from: -8.3657	-8.07035
0.113775	237.474
#starting from: -7.04729	-7.23651
0.113775	312.873
#starting from: -7.40346	-7.14696
0.113775	513.935
#starting from: -7.46346	-8.04053
0.113775	388.271
#starting from: -7.47101	-7.81803
0.113775	306.589
#starting from: -8.97421	-7.50847
0.113775	237.474
#starting from: -7.24033	-8.36531
0.113775	262.607
#starting from: -7.67742	-8.1414
0.113775	388.271
#starting from: -7.9002	-7.51018
0.113775	306.59
#starting from: -7.81962	-8.29465
0.113775	306.589
#starting from: -7.55728	-8.68786
0.113775	262.607
#starting from: -8.8531	-8.78641
0.113775	262.607
#starting from: -7.65722	-7.25405
0.113775	256.324
#starting from: -8.26877	-8.77534
0.113775	187.209
#starting from: -8.22405	-7.23089
0.113775	363.138
#starting from: -7.86208	-7.71512
0.113775	306.59
#starting from: -7.60694	-8.94999
0.113775	262.607
#starting from: -7.16029	-7.57405
0.113775	287.74
#starting from: -7.55454	-7.99778
0.113775	463.669
#starting from: -7.2832	-7.15652
0.113775	281.457
#starting from: -7.89639	-8.23539
0.113775	281.457
#starting from: -7.87406	-8.24307
0.113775	262.607
#starting from: -7.5879	-8.09151
0.113775	256.324
#starting from: -7.21627	-7.75661
0.113775	287.74
#starting from: -7.90095	-8.06379
0.113775	463.669
#starting from: -8.90383	-8.81464
0.113775	231.191
#starting from: -8.7978	-7.34566
0.113775	438.536
#starting from: -7.02559	-7.4756
0.113775	206.059
#starting from: -8.08734	-8.5233
0.113775	388.271
#starting from: -7.01615	-7.88691
0.113775	407.12
#starting from: -8.48673	-8.00574
0.113775	237.474
#starting from: -7.90114	-7.05543
0.113775	407.12
#starting from: -7.7876	-8.55366
0.113775	338.005
#starting from: -8.10408	-7.05269
0.113775	256.324
#starting from: -8.68518	-8.24405
0.113775	287.74
#starting from: -7.36768	-8.36725
0.113775	187.209
#starting from: -8.64469	-8.8742
0.113775	256.324
#starting from: -8.7183	-7.08015
0.113775	180.926
#starting from: -7.79321	-8.99479
0.113775	381.988
#starting from: -7.72068	-8.5674
0.113775	488.802
#starting from: -8.97045	-8.88802
0.113775	363.138
#starting from: -7.1524	-7.81024
0.113775	306.589
#starting from: -7.38144	-8.98309
0.113775	256.324
#starting from: -8.22328	-8.83339
0.113775	287.74
#starting from: -7.47234	-7.53677
0.113775	306.589
#starting from: -8.78017	-7.26058
0.113775	180.926
#starting from: -8.11766	-8.32234
0.113775	564.2
#starting from: -7.05275	-8.49824
0.113775	180.926
#starting from: -7.74275	-8.94548
0.113775	262.607
#starting from: -7.2474	-7.42744
0.113775	237.474
#starting from: -7.54412	-7.76014
0.113775	187.209
#starting from: -8.00951	-7.66899
0.113775	407.12
#starting from: -7.85681	-8.40501
0.113775	287.74
#starting from: -7.42139	-7.60005
0.113775	363.138
#starting from: -7.66239	-7.58591
0.113775	388.271
#starting from: -7.34419	-8.45838
0.113775	212.342
#starting from: -7.76658	-7.54949
0.113775	212.342
#starting from: -7.4011	-8.70761
0.113775	356.855
#starting from: -8.67457	-7.55445
0.113775	231.191
#starting from: -8.61681	-8.03896
0.113775	256.324
#starting from: -7.86381	-8.2613
0.113775	388.271
#starting from: -7.10599	-8.63373
0.113775	237.474
#starting from: -8.0783	-7.61555
0.113775	237.474
#starting from: -7.88673	-7.45964
0.113775	338.005
#starting from: -7.31558	-8.68289
0.113775	306.589
#starting from: -8.24898	-7.75057
0.113775	306.589
#starting from: -7.7492	-8.68177
0.113775	287.74
#starting from: -8.0485	-7.07736
0.113775	187.209
#starting from: -8.98631	-8.1687
0.113775	212.342
#starting from: -7.25604	-8.48657
0.113775	381.988
#starting from: -7.61197	-8.84486
0.113775	256.324
#starting from: -8.28154	-8.22853
0.113775	237.474
#starting from: -7.09682	-7.21358
0.113775	457.386
#starting from: -7.52658	-8.92691
0.113775	463.669
#starting from: -7.30702	-8.47713
0.113775	381.988
#starting from: -8.91831	-7.85925
0.113775	256.324
#starting from: -8.54037	-8.26542
0.113775	338.005
#starting from: -7.1523	-7.32208
0.113775	388.271
#starting from: -7.18305	-7.62494
0.113775	463.669
#starting from: -7.43972	-8.44201
0.113775	338.005
#starting from: -7.17316	-7.6688
0.113775	438.536
#starting from: -7.35832	-8.75086
0.113775	363.138
#starting from: -7.9472	-7.61213
0.113775	231.191
#starting from: -8.52838	-7.43735
0.113775	356.855
#starting from: -7.87672	-8.50563
0.113775	206.059
#starting from: -8.58221	-7.53544
0.113775	212.342
#starting from: -7.38465	-8.86888
0.113775	363.138
#starting from: -7.86723	-7.74483
0.113775	281.457
#starting from: -7.54638	-8.70011
0.113775	262.607
#starting from: -7.25286	-8.85049
0.113775	287.74
#starting from: -7.5372	-7.63762
0.113775	363.138
#starting from: -7.02423	-7.91568
0.113775	262.607
#starting from: -7.19546	-7.20272
0.113775	312.873
#starting from: -7.69624	-7.78402
0.113775	482.519
#starting from: -8.21556	-8.01949
0.113775	488.802
#starting from: -7.87714	-7.1355
0.113775	306.589
#starting from: -7.82466	-8.4186
0.113775	180.926
#starting from: -8.31108	-8.03886
0.113775	306.589
#starting from: -8.64229	-7.71458
0.113775	287.74
#starting from: -7.70537	-7.81156
0.113775	312.873
#starting from: -7.62387	-7.40013
0.113775	262.607
#starting from: -8.00769	-7.5707
0.113775	237.474
#starting from: -7.15132	-7.11097
0.113775	256.324
#starting from: -8.48998	-8.35147
0.113775	356.855
#starting from: -8.26873	-7.98727
0.113775	381.988
#starting from: -7.5511	-8.98832
0.113775	187.209
#starting from: -7.914	-7.9117
0.113775	306.589
#starting from: -8.8835	-7.52793
0.113775	231.191
#starting from: -8.75186	-8.14176
0.113775	206.058
#starting from: -8.48797	-7.94209
0.113775	231.191
#starting from: -8.7157	-7.53797
0.113775	180.926
#starting from: -8.35614	-7.84954
0.113775	187.209
#starting from: -8.60057	-8.96394
0.113775	180.926
#starting from: -8.31223	-7.9873
0.113775	281.457
#starting from: -8.50667	-7.36461
0.113775	262.607
#starting from: -8.76186	-8.89874
0.113775	338.005
#starting from: -7.30517	-7.14586
0.113775	212.342
#starting from: -7.13906	-7.03376
0.113775	312.873
#starting from: -7.64447	-7.78496
0.113775	262.607
#starting from: -7.15419	-8.06792
0.113775	438.536
#starting from: -7.37188	-8.58718
0.113775	331.722
#starting from: -8.71913	-7.39712
0.113775	312.873
#starting from: -7.28062	-7.96024
0.113775	281.457
#starting from: -7.39535	-7.61331
0.113775	180.926
#starting from: -8.18238	-8.23701
0.113775	363.138
#starting from: -8.99991	-8.26325
0.113775	231.191
#starting from: -8.24842	-8.63298
0.113775	180.926
#starting from: -8.43844	-7.73154
0.113775	331.722
#starting from: -7.02327	-8.00119
0.113775	438.536
#starting from: -7.09185	-8.27545
0.113775	287.74
#starting from: -7.76827	-7.5177
0.113775	363.138
#starting from: -7.66048	-8.13056
0.113775	212.342
#starting from: -7.62326	-7.64362
0.113775	356.855
#starting from: -7.52993	-8.9204
0.113775	312.873
#starting from: -7.42858	-8.54954
0.113775	438.536
#starting from: -7.18093	-7.20082
0.113775	281.457
#starting from: -8.38941	-8.04456
0.113775	262.607
#starting from: -8.08634	-7.63561
0.113775	262.607
#starting from: -7.5027	-7.523
0.113775	262.607
#starting from: -7.70252	-8.1068
0.113775	187.209
#starting from: -7.36501	-8.80432
0.113775	206.059
#starting from: -8.58315	-7.53499
0.113775	180.926
#starting from: -8.05848	-8.48284
0.113775	331.722
#starting from: -8.46242	-7.03422
0.113775	206.058
#starting from: -7.77227	-8.98537
0.113775	262.607
#starting from: -7.61169	-7.84984
0.113775	256.324
#starting from: -8.40798	-8.48386
0.113775	331.722
#starting from: -8.61397	-7.16664
0.113775	237.474
#starting from: -7.07171	-7.14471
0.113775	312.873
#starting from: -7.29896	-7.55607
0.113775	388.271
#starting from: -7.82802	-7.07536
0.113775	237.474
#starting from: -7.30075	-8.83098
0.113775	331.722
#starting from: -8.37995	-7.35484
0.113775	206.058
#starting from: -8.88746	-7.12472
0.113775	231.191
#starting from: -8.86878	-7.71551
0.112925	331.72
#starting from: -7.56773	-8.63785
0.112925	513.933
#starting from: -7.2924	-7.60157
0.112925	287.738
#starting from: -7.84722	-7.95712
0.112925	281.455
#starting from: -8.17248	-7.43937
0.112925	237.472
#starting from: -7.43263	-8.56844
0.112925	212.34
#starting from: -8.86391	-8.30101
0.112925	306.588
#starting from: -7.48529	-8.92781
0.112925	513.933
#starting from: -7.31649	-8.39868
0.112925	256.322
#starting from: -7.30312	-8.91236
0.112925	212.34
#starting from: -7.24316	-8.18148
0.112925	256.322
#starting from: -8.88849	-7.23765
0.112925	287.738
#starting from: -7.08197	-7.22532
0.112925	312.871
#starting from: -7.2886	-8.37676
0.112925	557.915
#starting from: -7.57634	-8.53522
0.112925	331.72
#starting from: -8.34458	-7.458
0.112925	513.933
#starting from: -8.76603	-8.73299
0.112925	363.136
#starting from: -8.67891	-8.77055
0.112925	262.605
#starting from: -7.06319	-8.26868
0.112925	338.003
#starting from: -7.40931	-8.41896
0.112925	262.605
#starting from: -7.83578	-7.71901
0.112925	513.933
#starting from: -7.18042	-8.13278
0.112925	381.986
#starting from: -8.88626	-7.40569
0.112925	212.34
#starting from: -8.97158	-8.8049
0.112925	256.322
#starting from: -8.76496	-7.15503
0.112925	312.871
#starting from: -7.59096	-7.34777
0.112925	187.207
#starting from: -8.87679	-8.18568
0.112925	231.189
#starting from: -8.0793	-8.59335
0.112925	381.986
#starting from: -7.66869	-8.65405
0.112925	287.738
#starting from: -7.42069	-7.99116
0.112925	633.313
#starting from: -7.54397	-8.47158
0.112925	212.34
#starting from: -7.69015	-7.44
0.112925	262.605
#starting from: -7.67757	-7.545
0.112925	287.738
#starting from: -7.36843	-7.53913
0.112925	256.322
#starting from: -7.8952	-8.93821
0.112925	187.207
#starting from: -7.97643	-7.52173
0.112925	206.056
#starting from: -7.61969	-8.9455
0.112925	407.118
#starting from: -8.43066	-8.67724
0.112925	488.8
#starting from: -8.82254	-8.7151
0.112925	237.472
#starting from: -7.7087	-8.15557
0.112925	287.738
#starting from: -7.67695	-7.19939
0.112925	206.057
#starting from: -8.59563	-7.20663
0.112925	331.72
#starting from: -7.7791	-8.08877
0.112925	381.986
#starting from: -8.51249	-8.79608
0.112925	363.136
#starting from: -7.04284	-8.77009
0.112925	513.933
#starting from: -7.69282	-7.93209
